"probe" "entrez.id"
"1946" "205356_at" "8975"
"1947" "205358_at" "2891"
"1948" "205363_at" "8424"
"1949" "205364_at" "8309"
"1950" "205366_s_at" "3216"
"1951" "205372_at" "5324"
"1952" "205373_at" "1496"
"1953" "205376_at" "8821"
"1954" "205379_at" "874"
"1955" "205380_at" "5174"
"1956" "205381_at" "10234"
"1957" "205382_s_at" "1675"
"1958" "205384_at" "5348"
"1959" "205393_s_at" "1111"
"1960" "205394_at" "1111"
"1961" "205399_at" "9201"
"1962" "205402_x_at" "5645"
"1963" "205403_at" "7850"
"1964" "205404_at" "3290"
"1965" "205405_at" "9037"
"1966" "205406_s_at" "53340"
"1967" "205407_at" "8434"
"1968" "205410_s_at" "493"
"1969" "205413_at" "744"
"1970" "205414_s_at" "9912"
"1971" "205419_at" "1880"
"1972" "205422_s_at" "9358"
"1973" "205425_at" "3092"
"1974" "205428_s_at" "794"
"1975" "205432_at" "5016"
"1976" "205433_at" "590"
"1977" "205436_s_at" "3014"
"1978" "205439_at" "2953"
"1979" "205440_s_at" "4886"
"1980" "205442_at" "9848"
"1981" "205453_at" "3212"
"1982" "205455_at" "4486"
"1983" "205459_s_at" "4862"
"1984" "205460_at" "4862"
"1985" "205463_s_at" "5154"
"1986" "205466_s_at" "9957"
"1987" "205470_s_at" "11012"
"1988" "205471_s_at" "1602"
"1989" "205472_s_at" "1602"
"1990" "205473_at" "525"
"1991" "205476_at" "6364"
"1992" "205478_at" "5502"
"1993" "205479_s_at" "5328"
"1994" "205483_s_at" "9636"
"1995" "205485_at" "6261"
"1996" "205487_s_at" "51442"
"1997" "205488_at" "3001"
"1998" "205495_s_at" "10578"
"1999" "205498_at" "2690"
"2000" "205499_at" "27286"
"2001" "205501_at" "10846"
"2002" "205512_s_at" "9131"
"2003" "205515_at" "8492"
"2004" "205517_at" "2626"
"2005" "205518_s_at" "8418"
"2006" "205522_at" "3232 /// 3233 /// 406903"
"2007" "205523_at" "1404"
"2008" "205525_at" "800"
"2009" "205528_s_at" "862"
"2010" "205529_s_at" "862"
"2011" "205532_s_at" "1004"
"2012" "205533_s_at" "1004"
"2013" "205534_at" "5099"
"2014" "205535_s_at" "5099"
"2015" "205538_at" "7464"
"2016" "205539_at" "10677"
"2017" "205541_s_at" "23708"
"2018" "205542_at" "26872"
"2019" "205547_s_at" "6876"
"2020" "205548_s_at" "10950"
"2021" "205549_at" "5121"
"2022" "205552_s_at" "4938"
"2023" "205555_s_at" "4488"
"2024" "205559_s_at" "5125"
"2025" "205564_at" "9506"
"2026" "205567_at" "8534"
"2027" "205568_at" "366"
"2028" "205569_at" "27074"
"2029" "205572_at" "285"
"2030" "205573_s_at" "51375"
"2031" "205574_x_at" "649"
"2032" "205578_at" "4920"
"2033" "205579_at" "3269"
"2034" "205580_s_at" "3269"
"2035" "205583_s_at" "79868"
"2036" "205584_at" "79868"
"2037" "205590_at" "10125"
"2038" "205593_s_at" "5152"
"2039" "205594_at" "22834"
"2040" "205597_at" "80736"
"2041" "205600_x_at" "3215"
"2042" "205601_s_at" "3215"
"2043" "205603_s_at" "1730"
"2044" "205604_at" "3235"
"2045" "205613_at" "51760"
"2046" "205618_at" "5638"
"2047" "205619_s_at" "4222"
"2048" "205624_at" "1359"
"2049" "205625_s_at" "793"
"2050" "205626_s_at" "793"
"2051" "205632_s_at" "8395"
"2052" "205639_at" "313"
"2053" "205640_at" "221"
"2054" "205646_s_at" "5080"
"2055" "205647_at" "5893"
"2056" "205648_at" "7472"
"2057" "205654_at" "722"
"2058" "205656_at" "27253"
"2059" "205659_at" "9734"
"2060" "205660_at" "8638"
"2061" "205666_at" "2326"
"2062" "205668_at" "4065"
"2063" "205671_s_at" "3112"
"2064" "205680_at" "4319"
"2065" "205681_at" "597"
"2066" "205683_x_at" "7177"
"2067" "205686_s_at" "942"
"2068" "205691_at" "9143"
"2069" "205692_s_at" "952"
"2070" "205694_at" "7306"
"2071" "205698_s_at" "5608"
"2072" "205700_at" "8630"
"2073" "205709_s_at" "1040"
"2074" "205710_at" "4036"
"2075" "205713_s_at" "1311"
"2076" "205714_s_at" "51364"
"2077" "205715_at" "683"
"2078" "205725_at" "7356"
"2079" "205726_at" "1730"
"2080" "205728_at" "10178"
"2081" "205729_at" "9180"
"2082" "205732_s_at" "10499"
"2083" "205733_at" "641"
"2084" "205738_s_at" "2170"
"2085" "205739_x_at" "51427"
"2086" "205741_s_at" "1837"
"2087" "205742_at" "7137"
"2088" "205746_s_at" "6868"
"2089" "205756_s_at" "2157"
"2090" "205758_at" "925"
"2091" "205765_at" "1577"
"2092" "205768_s_at" "11001"
"2093" "205769_at" "11001"
"2094" "205771_s_at" "9465"
"2095" "205774_at" "2161"
"2096" "205775_at" "26240"
"2097" "205778_at" "5650"
"2098" "205780_at" "638"
"2099" "205786_s_at" "3684"
"2100" "205790_at" "8631"
"2101" "205792_at" "8839"
"2102" "205794_s_at" "4857"
"2103" "205795_at" "9369"
"2104" "205798_at" "3575"
"2105" "205799_s_at" "6519"
"2106" "205802_at" "7220"
"2107" "205803_s_at" "7220"
"2108" "205805_s_at" "4919"
"2109" "205809_s_at" "8976"
"2110" "205816_at" "3696"
"2111" "205817_at" "6495"
"2112" "205819_at" "8685"
"2113" "205821_at" "22914"
"2114" "205825_at" "5122"
"2115" "205830_at" "1047"
"2116" "205831_at" "914"
"2117" "205833_s_at" "25859"
"2118" "205834_s_at" "25859"
"2119" "205842_s_at" "3717"
"2120" "205844_at" "8876"
"2121" "205848_at" "2620"
"2122" "205856_at" "6563"
"2123" "205859_at" "9450"
"2124" "205860_x_at" "2346"
"2125" "205862_at" "9687"
"2126" "205869_at" "5644"
"2127" "205871_at" "285189 /// 5342 /// 5343"
"2128" "205876_at" "3977"
"2129" "205880_at" "5587"
"2130" "205883_at" "7704"
"2131" "205890_s_at" "10537 /// 2550"
"2132" "205891_at" "136"
"2133" "205893_at" "22871"
"2134" "205894_at" "415"
"2135" "205896_at" "6583"
"2136" "205898_at" "1524"
"2137" "205899_at" "8900"
"2138" "205901_at" "5368"
"2139" "205902_at" "3782"
"2140" "205903_s_at" "3782"
"2141" "205906_at" "2302"
"2142" "205907_s_at" "4958"
"2143" "205908_s_at" "4958"
"2144" "205909_at" "5427"
"2145" "205910_s_at" "100508206 /// 1056"
"2146" "205913_at" "5346"
"2147" "205916_at" "6278"
"2148" "205923_at" "5649"
"2149" "205927_s_at" "1510"
"2150" "205928_at" "10224"
"2151" "205932_s_at" "4487"
"2152" "205933_at" "26040"
"2153" "205941_s_at" "1300"
"2154" "205942_s_at" "6296"
"2155" "205943_at" "6999"
"2156" "205945_at" "3570"
"2157" "205952_at" "3777"
"2158" "205959_at" "4322"
"2159" "205960_at" "5166"
"2160" "205961_s_at" "11168"
"2161" "205967_at" "8364"
"2162" "205968_at" "3790"
"2163" "205969_at" "13"
"2164" "205975_s_at" "3231"
"2165" "205977_s_at" "2041"
"2166" "205979_at" "4246"
"2167" "205980_s_at" "23779 /// 553158"
"2168" "205988_at" "8832"
"2169" "205990_s_at" "7474"
"2170" "205991_s_at" "5396"
"2171" "205992_s_at" "3600"
"2172" "205997_at" "10863"
"2173" "206001_at" "4852"
"2174" "206002_at" "10149"
"2175" "206008_at" "7051"
"2176" "206011_at" "834"
"2177" "206018_at" "2290"
"2178" "206022_at" "4693"
"2179" "206023_at" "10874"
"2180" "206025_s_at" "7130"
"2181" "206026_s_at" "7130"
"2182" "206028_s_at" "10461"
"2183" "206032_at" "1825"
"2184" "206033_s_at" "1825"
"2185" "206042_x_at" "6638 /// 8926"
"2186" "206043_s_at" "9914"
"2187" "206058_at" "6539"
"2188" "206059_at" "7644"
"2189" "206060_s_at" "26191"
"2190" "206061_s_at" "23405"
"2191" "206067_s_at" "7490"
"2192" "206070_s_at" "2042"
"2193" "206074_s_at" "3159"
"2194" "206076_at" "10233"
"2195" "206082_at" "10866"
"2196" "206084_at" "5801"
"2197" "206088_at" "374819"
"2198" "206089_at" "4745"
"2199" "206100_at" "1368"
"2200" "206101_at" "1842"
"2201" "206102_at" "9837"
"2202" "206108_s_at" "6431"
"2203" "206110_at" "8357"
"2204" "206114_at" "2043"
"2205" "206115_at" "1960"
"2206" "206116_s_at" "7168"
"2207" "206117_at" "7168"
"2208" "206118_at" "6775"
"2209" "206125_s_at" "11202"
"2210" "206133_at" "54739"
"2211" "206134_at" "27299"
"2212" "206137_at" "9699"
"2213" "206140_at" "9355"
"2214" "206142_at" "7694"
"2215" "206143_at" "1811"
"2216" "206150_at" "939"
"2217" "206157_at" "5806"
"2218" "206167_s_at" "395"
"2219" "206171_at" "140"
"2220" "206172_at" "3598"
"2221" "206176_at" "654"
"2222" "206188_at" "9831"
"2223" "206191_at" "956"
"2224" "206194_at" "3221"
"2225" "206197_at" "8382"
"2226" "206201_s_at" "4223"
"2227" "206204_at" "2888"
"2228" "206207_at" "1178"
"2229" "206214_at" "7941"
"2230" "206224_at" "1469"
"2231" "206227_at" "8483"
"2232" "206228_at" "5076"
"2233" "206229_x_at" "5076"
"2234" "206230_at" "3975"
"2235" "206239_s_at" "6690"
"2236" "206247_at" "4277"
"2237" "206268_at" "10637"
"2238" "206271_at" "7098"
"2239" "206280_at" "1016"
"2240" "206286_s_at" "6997 /// 6998"
"2241" "206291_at" "4922"
"2242" "206295_at" "3606"
"2243" "206296_x_at" "11184"
"2244" "206302_s_at" "11163 /// 440672"
"2245" "206307_s_at" "2297"
"2246" "206314_at" "55888"
"2247" "206316_s_at" "9735"
"2248" "206326_at" "2922"
"2249" "206332_s_at" "3428"
"2250" "206336_at" "6372"
"2251" "206337_at" "1236"
"2252" "206343_s_at" "3084"
"2253" "206345_s_at" "5444"
"2254" "206354_at" "28234"
"2255" "206359_at" "9021"
"2256" "206363_at" "4094"
"2257" "206364_at" "9928"
"2258" "206366_x_at" "6375"
"2259" "206367_at" "5972"
"2260" "206371_at" "2352"
"2261" "206373_at" "7545"
"2262" "206376_at" "55117"
"2263" "206377_at" "2295"
"2264" "206378_at" "4250"
"2265" "206382_s_at" "627"
"2266" "206385_s_at" "288"
"2267" "206391_at" "5918"
"2268" "206392_s_at" "5918"
"2269" "206400_at" "3963 /// 653499"
"2270" "206404_at" "2254"
"2271" "206407_s_at" "6357"
"2272" "206420_at" "10261"
"2273" "206429_at" "2150"
"2274" "206432_at" "3037"
"2275" "206439_at" "1833"
"2276" "206453_s_at" "57447"
"2277" "206460_at" "55966"
"2278" "206461_x_at" "4496"
"2279" "206463_s_at" "10202"
"2280" "206470_at" "10154"
"2281" "206478_at" "9834"
"2282" "206480_at" "4056"
"2283" "206481_s_at" "9079"
"2284" "206483_at" "23639"
"2285" "206488_s_at" "948"
"2286" "206492_at" "2272"
"2287" "206499_s_at" "1104"
"2288" "206504_at" "1591"
"2289" "206513_at" "9447"
"2290" "206515_at" "4051"
"2291" "206526_at" "26150"
"2292" "206542_s_at" "6595"
"2293" "206544_x_at" "6595"
"2294" "206546_at" "10388"
"2295" "206548_at" ""
"2296" "206552_s_at" "6863"
"2297" "206553_at" "4939"
"2298" "206556_at" "27098"
"2299" "206558_at" "6493"
"2300" "206561_s_at" "57016"
"2301" "206565_x_at" "11039"
"2302" "206574_s_at" "11156"
"2303" "206576_s_at" "634"
"2304" "206580_s_at" "30008"
"2305" "206584_at" "23643"
"2306" "206595_at" "1474"
"2307" "206600_s_at" "9121"
"2308" "206601_s_at" "3232"
"2309" "206602_s_at" "3232"
"2310" "206605_at" "8909"
"2311" "206609_at" "9947"
"2312" "206619_at" "27121"
"2313" "206626_x_at" "6756"
"2314" "206628_at" "6523"
"2315" "206631_at" "5732"
"2316" "206632_s_at" "9582"
"2317" "206633_at" "1134"
"2318" "206638_at" "3357"
"2319" "206640_x_at" "100008586 /// 100132399 /// 2574 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645073 /// 729422 /// 729431 /// 729442 /// 729447"
"2320" "206641_at" "608"
"2321" "206643_at" "3034"
"2322" "206648_at" "51276"
"2323" "206658_at" "80761"
"2324" "206659_at" ""
"2325" "206662_at" "2745"
"2326" "206665_s_at" "598"
"2327" "206666_at" "3003"
"2328" "206667_s_at" "9522"
"2329" "206668_s_at" "9522"
"2330" "206669_at" "2571"
"2331" "206670_s_at" "2571"
"2332" "206675_s_at" "6498"
"2333" "206682_at" "10462"
"2334" "206683_at" "7718"
"2335" "206686_at" "5163"
"2336" "206693_at" "3574"
"2337" "206695_x_at" "7594"
"2338" "206696_at" "4935"
"2339" "206697_s_at" "3240"
"2340" "206698_at" "7504"
"2341" "206701_x_at" "1910"
"2342" "206706_at" "4908"
"2343" "206710_s_at" "23136"
"2344" "206715_at" "22797"
"2345" "206721_at" "57821"
"2346" "206737_at" "7481"
"2347" "206754_s_at" "1555 /// 1556"
"2348" "206765_at" "3759"
"2349" "206772_at" "5746"
"2350" "206773_at" "4062"
"2351" "206777_s_at" "1415 /// 1416"
"2352" "206785_s_at" "3821 /// 3822"
"2353" "206794_at" "2066"
"2354" "206796_at" "8840"
"2355" "206799_at" "10647"
"2356" "206805_at" "10371"
"2357" "206811_at" "114"
"2358" "206822_s_at" "26013"
"2359" "206825_at" "5021"
"2360" "206828_at" "7294"
"2361" "206848_at" "116228 /// 3204"
"2362" "206857_s_at" "2281"
"2363" "206858_s_at" "3223"
"2364" "206859_s_at" "5047"
"2365" "206864_s_at" "8739"
"2366" "206874_s_at" "9748"
"2367" "206884_s_at" "8796"
"2368" "206893_at" "6299"
"2369" "206914_at" "56253"
"2370" "206928_at" "7678"
"2371" "206932_at" "9023"
"2372" "206935_at" "5100"
"2373" "206941_x_at" "9723"
"2374" "206953_s_at" "23266"
"2375" "206954_at" "51352"
"2376" "206978_at" "729230"
"2377" "206987_x_at" "8817"
"2378" "206991_s_at" "1234"
"2379" "207002_s_at" "5325"
"2380" "207016_s_at" "8854"
"2381" "207030_s_at" "1466"
"2382" "207039_at" "1029"
"2383" "207056_s_at" "9498"
"2384" "207057_at" "9194"
"2385" "207069_s_at" "4091"
"2386" "207076_s_at" "445"
"2387" "207080_s_at" "5697"
"2388" "207085_x_at" "1438"
"2389" "207086_x_at" "100008586 /// 100101629 /// 100132399 /// 2543 /// 2574 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 26749 /// 645073 /// 729396 /// 729408 /// 729422 /// 729431 /// 729442 /// 729447"
"2390" "207109_at" "25833"
"2391" "207110_at" "3768"
"2392" "207113_s_at" "7124"
"2393" "207114_at" "80740"
"2394" "207117_at" "51351"
"2395" "207120_at" "63934"
"2396" "207134_x_at" "64499"
"2397" "207149_at" "1010"
"2398" "207156_at" "8969"
"2399" "207165_at" "3161"
"2400" "207172_s_at" "1009"
"2401" "207173_x_at" "1009"
"2402" "207174_at" "2262"
"2403" "207175_at" "9370"
"2404" "207180_s_at" "10553"
"2405" "207183_at" "2842"
"2406" "207191_s_at" "3671"
"2407" "207194_s_at" "3386"
"2408" "207219_at" "65243"
"2409" "207223_s_at" "9991"
"2410" "207233_s_at" "4286"
"2411" "207238_s_at" "5788"
"2412" "207239_s_at" "5127"
"2413" "207245_at" "7367"
"2414" "207249_s_at" "9153"
"2415" "207265_s_at" "11015"
"2416" "207271_x_at" "10407"
"2417" "207275_s_at" "2180"
"2418" "207307_at" "3358"
"2419" "207324_s_at" "1823"
"2420" "207325_x_at" "4100"
"2421" "207327_at" "2070"
"2422" "207332_s_at" "7037"
"2423" "207336_at" "6660"
"2424" "207339_s_at" "4050"
"2425" "207345_at" "10468"
"2426" "207357_s_at" "55568"
"2427" "207375_s_at" "3601"
"2428" "207390_s_at" "6525"
"2429" "207414_s_at" "5046"
"2430" "207417_s_at" "7730"
"2431" "207419_s_at" "5880"
"2432" "207426_s_at" "7292"
"2433" "207439_s_at" "7355"
"2434" "207469_s_at" "8544"
"2435" "207480_s_at" "4212"
"2436" "207517_at" "3918"
"2437" "207536_s_at" "3604"
"2438" "207540_s_at" "6850"
"2439" "207542_s_at" "358"
"2440" "207547_s_at" "11170"
"2441" "207558_s_at" "5308"
"2442" "207563_s_at" "8473"
"2443" "207564_x_at" "8473"
"2444" "207571_x_at" "9473"
"2445" "207574_s_at" "4616"
"2446" "207605_x_at" "51351"
"2447" "207624_s_at" "6103"
"2448" "207636_at" "5276"
"2449" "207651_at" "29909"
"2450" "207655_s_at" "29760"
"2451" "207663_x_at" "2575"
"2452" "207677_s_at" "4689"
"2453" "207691_x_at" "953"
"2454" "207705_s_at" "22981"
"2455" "207712_at" "574"
"2456" "207717_s_at" "5318"
"2457" "207739_s_at" "100008586 /// 100101629 /// 2543 /// 2574 /// 2575 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 26749 /// 645037 /// 645073 /// 729396 /// 729408 /// 729447"
"2458" "207746_at" "10721"
"2459" "207761_s_at" "25840"
"2460" "207781_s_at" "7552"
"2461" "207789_s_at" "1804"
"2462" "207797_s_at" "55805"
"2463" "207802_at" "10321"
"2464" "207808_s_at" "5627"
"2465" "207813_s_at" "2232"
"2466" "207826_s_at" "3399"
"2467" "207828_s_at" "1063"
"2468" "207836_s_at" "11030"
"2469" "207847_s_at" "4582"
"2470" "207850_at" "2921"
"2471" "207907_at" "8740"
"2472" "207910_at" "10648"
"2473" "207921_x_at" "7849"
"2474" "207923_x_at" "7849"
"2475" "207924_x_at" "7849"
"2476" "207943_x_at" "5325"
"2477" "207957_s_at" "5579"
"2478" "207978_s_at" "8013"
"2479" "207980_s_at" "10370"
"2480" "207981_s_at" "2104"
"2481" "207996_s_at" "753"
"2482" "208002_s_at" "11332"
"2483" "208003_s_at" "10725"
"2484" "208012_x_at" "3431"
"2485" "208015_at" "4086"
"2486" "208018_s_at" "3055"
"2487" "208022_s_at" "8555"
"2488" "208025_s_at" "8091"
"2489" "208029_s_at" "55353"
"2490" "208047_s_at" "4664"
"2491" "208063_s_at" "10753"
"2492" "208078_s_at" "150094"
"2493" "208079_s_at" "6790"
"2494" "208083_s_at" "3694"
"2495" "208084_at" "3694"
"2496" "208096_s_at" "81578"
"2497" "208103_s_at" "81611"
"2498" "208109_s_at" "81698"
"2499" "208116_s_at" "4121"
"2500" "208119_s_at" "81931"
"2501" "208121_s_at" "5800"
"2502" "208131_s_at" "5740"
"2503" "208140_s_at" "83450"
"2504" "208146_s_at" "54504"
"2505" "208147_s_at" "1558"
"2506" "208151_x_at" "10521"
"2507" "208153_s_at" "2196"
"2508" "208155_x_at" "100008586 /// 2543 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645073 /// 729396"
"2509" "208161_s_at" "8714"
"2510" "208165_s_at" "10279"
"2511" "208168_s_at" "1118"
"2512" "208180_s_at" "8365"
"2513" "208190_s_at" "51599"
"2514" "208212_s_at" "238"
"2515" "208228_s_at" "2263"
"2516" "208235_x_at" "100008586 /// 2577 /// 2579 /// 26748 /// 645073"
"2517" "208241_at" "3084"
"2518" "208250_s_at" "1755"
"2519" "208268_at" "10863"
"2520" "208296_x_at" "25816"
"2521" "208305_at" "5241"
"2522" "208306_x_at" "3123"
"2523" "208309_s_at" "10892"
"2524" "208319_s_at" "5935"
"2525" "208323_s_at" "312"
"2526" "208335_s_at" "2532"
"2527" "208358_s_at" "7368"
"2528" "208370_s_at" "1827"
"2529" "208383_s_at" "5105"
"2530" "208388_at" "10002"
"2531" "208392_x_at" "3431"
"2532" "208394_x_at" "11082"
"2533" "208396_s_at" "5136"
"2534" "208399_s_at" "1908"
"2535" "208433_s_at" "7804"
"2536" "208436_s_at" "3665"
"2537" "208442_s_at" "472"
"2538" "208451_s_at" "100509001 /// 720 /// 721"
"2539" "208470_s_at" "3240 /// 3250"
"2540" "208474_at" "9074"
"2541" "208475_at" "55691"
"2542" "208476_s_at" "55691"
"2543" "208490_x_at" "8343"
"2544" "208498_s_at" "276 /// 277 /// 278 /// 279 /// 280"
"2545" "208510_s_at" "5468"
"2546" "208523_x_at" "8346"
"2547" "208527_x_at" "8344"
"2548" "208546_x_at" "8345"
"2549" "208579_x_at" "54145"
"2550" "208581_x_at" "4501"
"2551" "208596_s_at" "54575 /// 54576 /// 54577 /// 54578 /// 54579 /// 54600 /// 54657 /// 54658 /// 54659"
"2552" "208607_s_at" "6288 /// 6289"
"2553" "208608_s_at" "6641"
"2554" "208610_s_at" "23524"
"2555" "208621_s_at" "7430"
"2556" "208622_s_at" "7430"
"2557" "208650_s_at" "100133941"
"2558" "208651_x_at" "100133941"
"2559" "208653_s_at" "8763"
"2560" "208657_s_at" "10801"
"2561" "208677_s_at" "682"
"2562" "208690_s_at" "9124"
"2563" "208691_at" "7037"
"2564" "208699_x_at" "7086"
"2565" "208711_s_at" "595"
"2566" "208712_at" "595"
"2567" "208719_s_at" "10521"
"2568" "208721_s_at" "51433"
"2569" "208727_s_at" "998"
"2570" "208729_x_at" "3106"
"2571" "208740_at" "10284"
"2572" "208747_s_at" "716"
"2573" "208760_at" "7329"
"2574" "208763_s_at" "1831"
"2575" "208767_s_at" "55353"
"2576" "208782_at" "11167"
"2577" "208789_at" "284119"
"2578" "208790_s_at" "284119"
"2579" "208791_at" "1191"
"2580" "208792_s_at" "1191"
"2581" "208796_s_at" "900"
"2582" "208798_x_at" "23015"
"2583" "208808_s_at" "3148"
"2584" "208812_x_at" "3107"
"2585" "208814_at" "3308"
"2586" "208829_at" "6892"
"2587" "208835_s_at" "51747"
"2588" "208850_s_at" "7070"
"2589" "208851_s_at" "7070"
"2590" "208853_s_at" "821"
"2591" "208859_s_at" "546"
"2592" "208885_at" "3936"
"2593" "208891_at" "1848"
"2594" "208892_s_at" "1848"
"2595" "208893_s_at" "1848"
"2596" "208894_at" "3122"
"2597" "208900_s_at" "7150"
"2598" "208920_at" "6717"
"2599" "208930_s_at" "3609"
"2600" "208933_s_at" "3964"
"2601" "208934_s_at" "3964"
"2602" "208935_s_at" "3964"
"2603" "208936_x_at" "3964"
"2604" "208937_s_at" "3397"
"2605" "208944_at" "7048"
"2606" "208949_s_at" "3958"
"2607" "208961_s_at" "1316"
"2608" "208962_s_at" "3992"
"2609" "208963_x_at" "3992"
"2610" "208964_s_at" "3992"
"2611" "208965_s_at" "3428"
"2612" "208966_x_at" "3428"
"2613" "208978_at" "1397"
"2614" "208981_at" "5175"
"2615" "208982_at" "5175"
"2616" "208983_s_at" "5175"
"2617" "208997_s_at" "7351"
"2618" "208998_at" "7351"
"2619" "209008_x_at" "3856"
"2620" "209016_s_at" "3855"
"2621" "209030_s_at" "23705"
"2622" "209031_at" "23705"
"2623" "209032_s_at" "23705"
"2624" "209035_at" "4192"
"2625" "209040_s_at" "5696"
"2626" "209047_at" "358"
"2627" "209052_s_at" "7468"
"2628" "209053_s_at" "7468"
"2629" "209054_s_at" "7468"
"2630" "209060_x_at" "8202"
"2631" "209065_at" "7381"
"2632" "209068_at" "9987"
"2633" "209070_s_at" "8490"
"2634" "209071_s_at" "8490"
"2635" "209074_s_at" "11170"
"2636" "209081_s_at" "80781"
"2637" "209082_s_at" "80781"
"2638" "209083_at" "11151"
"2639" "209087_x_at" "4162"
"2640" "209094_at" "23576"
"2641" "209098_s_at" "182"
"2642" "209099_x_at" "182"
"2643" "209101_at" "1490"
"2644" "209114_at" "10103"
"2645" "209116_x_at" "3043"
"2646" "209118_s_at" "7846"
"2647" "209120_at" "7026"
"2648" "209121_x_at" "7026"
"2649" "209122_at" "123"
"2650" "209125_at" "3853"
"2651" "209135_at" "444"
"2652" "209138_x_at" "3535"
"2653" "209140_x_at" "3106"
"2654" "209146_at" "6307"
"2655" "209147_s_at" "8611"
"2656" "209156_s_at" "1292"
"2657" "209159_s_at" "65009"
"2658" "209160_at" "8644"
"2659" "209167_at" "2824"
"2660" "209168_at" "2824"
"2661" "209169_at" "2824"
"2662" "209170_s_at" "2824"
"2663" "209172_s_at" "1063"
"2664" "209173_at" "10551"
"2665" "209183_s_at" "11067"
"2666" "209184_s_at" "8660"
"2667" "209185_s_at" "8660"
"2668" "209189_at" "2353"
"2669" "209191_at" "84617"
"2670" "209197_at" "23208"
"2671" "209198_s_at" "23208"
"2672" "209199_s_at" "4208"
"2673" "209200_at" "4208"
"2674" "209201_x_at" "7852"
"2675" "209205_s_at" "8543"
"2676" "209209_s_at" "10979"
"2677" "209211_at" "688"
"2678" "209212_s_at" "688"
"2679" "209218_at" "6713"
"2680" "209220_at" "2719"
"2681" "209227_at" "7991"
"2682" "209228_x_at" "7991"
"2683" "209230_s_at" "26471"
"2684" "209234_at" "23095"
"2685" "209242_at" "5178"
"2686" "209243_s_at" "5178"
"2687" "209254_at" "23008"
"2688" "209257_s_at" "9126"
"2689" "209258_s_at" "9126"
"2690" "209260_at" "2810"
"2691" "209264_s_at" "7106"
"2692" "209267_s_at" "64116"
"2693" "209269_s_at" "6850"
"2694" "209270_at" "3914"
"2695" "209276_s_at" "2745"
"2696" "209277_at" "7980"
"2697" "209278_s_at" "7980"
"2698" "209281_s_at" "490"
"2699" "209283_at" "1410"
"2700" "209286_at" "10602"
"2701" "209288_s_at" "10602"
"2702" "209289_at" "4781"
"2703" "209290_s_at" "4781"
"2704" "209291_at" "3400"
"2705" "209292_at" "3400"
"2706" "209293_x_at" "3400"
"2707" "209295_at" "8795"
"2708" "209301_at" "760"
"2709" "209304_x_at" "4616"
"2710" "209305_s_at" "4616"
"2711" "209309_at" "563"
"2712" "209310_s_at" "837"
"2713" "209312_x_at" "3123 /// 3126 /// 3127"
"2714" "209314_s_at" "10767"
"2715" "209318_x_at" "5325"
"2716" "209321_s_at" "109"
"2717" "209324_s_at" "6004"
"2718" "209325_s_at" "6004"
"2719" "209335_at" "1634"
"2720" "209343_at" "80303"
"2721" "209344_at" "7171"
"2722" "209348_s_at" "4094"
"2723" "209351_at" "3861"
"2724" "209355_s_at" "8613"
"2725" "209356_x_at" "30008"
"2726" "209357_at" "10370"
"2727" "209360_s_at" "861"
"2728" "209362_at" "9412"
"2729" "209363_s_at" "9412"
"2730" "209365_s_at" "1893"
"2731" "209368_at" "2053"
"2732" "209369_at" "306"
"2733" "209373_at" "7851"
"2734" "209374_s_at" "3507"
"2735" "209386_at" "4071"
"2736" "209387_s_at" "4071"
"2737" "209388_at" "10914"
"2738" "209392_at" "5168"
"2739" "209395_at" "1116"
"2740" "209396_s_at" "1116"
"2741" "209398_at" "3006"
"2742" "209403_at" "414060 /// 729873 /// 729877 /// 84218"
"2743" "209406_at" "9532"
"2744" "209408_at" "11004"
"2745" "209409_at" "2887"
"2746" "209417_s_at" "3430"
"2747" "209433_s_at" "5471"
"2748" "209436_at" "10418"
"2749" "209437_s_at" "10418"
"2750" "209443_at" "5104"
"2751" "209446_s_at" "55744"
"2752" "209447_at" "23345"
"2753" "209448_at" "10553"
"2754" "209457_at" "1847"
"2755" "209458_x_at" "3039 /// 3040"
"2756" "209459_s_at" "18"
"2757" "209460_at" "18"
"2758" "209462_at" "333"
"2759" "209464_at" "9212"
"2760" "209465_x_at" "5764"
"2761" "209466_x_at" "5764"
"2762" "209468_at" "4041"
"2763" "209469_at" "2823"
"2764" "209470_s_at" "2823"
"2765" "209474_s_at" "953"
"2766" "209480_at" "3119"
"2767" "209487_at" "11030"
"2768" "209488_s_at" "11030"
"2769" "209493_at" "23037"
"2770" "209496_at" "5919"
"2771" "209498_at" "634"
"2772" "209504_s_at" "58473"
"2773" "209505_at" "7025"
"2774" "209506_s_at" "7025"
"2775" "209512_at" "84263"
"2776" "209513_s_at" "84263"
"2777" "209514_s_at" "5873"
"2778" "209515_s_at" "5873"
"2779" "209522_s_at" "1384"
"2780" "209524_at" "50810"
"2781" "209526_s_at" "50810"
"2782" "209529_at" "8612"
"2783" "209535_s_at" ""
"2784" "209539_at" "9459"
"2785" "209540_at" "3479"
"2786" "209541_at" "3479"
"2787" "209542_x_at" "3479"
