"probe" "entrez.id"
"4074" "216521_s_at" "79184"
"4075" "216526_x_at" "3107"
"4076" "216541_x_at" "100133862 /// 3500 /// 3507"
"4077" "216542_x_at" "3493 /// 3500 /// 3507"
"4078" "216557_x_at" "100291917 /// 28396 /// 28424 /// 3493 /// 3495 /// 3500 /// 3502 /// 3507"
"4079" "216560_x_at" "3535"
"4080" "216576_x_at" "3514 /// 50802 /// 652493 /// 652694"
"4081" "216594_x_at" "1645"
"4082" "216598_s_at" "6347"
"4083" "216604_s_at" "23428"
"4084" "216607_s_at" "1595"
"4085" "216614_at" ""
"4086" "216615_s_at" "3359"
"4087" "216620_s_at" "9639"
"4088" "216623_x_at" "27324"
"4089" "216663_s_at" "51364"
"4090" "216693_x_at" "50810"
"4091" "216733_s_at" "2628"
"4092" "216766_at" ""
"4093" "216775_at" "54532"
"4094" "216804_s_at" "10611"
"4095" "216805_at" ""
"4096" "216813_at" ""
"4097" "216829_at" "3514 /// 50802 /// 652493 /// 652694"
"4098" "216834_at" "5996"
"4099" "216840_s_at" "3908"
"4100" "216841_s_at" "6648"
"4101" "216849_at" ""
"4102" "216850_at" "6638"
"4103" "216853_x_at" "28797"
"4104" "216860_s_at" "10220"
"4105" "216894_x_at" "1028"
"4106" "216899_s_at" "8935"
"4107" "216905_s_at" "6768"
"4108" "216915_s_at" "5782"
"4109" "216920_s_at" "445347 /// 6967"
"4110" "216942_s_at" "965"
"4111" "216950_s_at" "100132417 /// 2209"
"4112" "216953_s_at" "7490"
"4113" "216971_s_at" "5339"
"4114" "216973_s_at" "3217"
"4115" "216984_x_at" "28813"
"4116" "217002_s_at" "3359"
"4117" "217022_s_at" "100126583 /// 3493 /// 3494"
"4118" "217028_at" "7852"
"4119" "217073_x_at" "335"
"4120" "217076_s_at" "3232"
"4121" "217080_s_at" "9455"
"4122" "217100_s_at" "26043"
"4123" "217109_at" "4585"
"4124" "217110_s_at" "4585"
"4125" "217127_at" "1491"
"4126" "217143_s_at" "6964"
"4127" "217148_x_at" ""
"4128" "217157_x_at" "3514 /// 50802"
"4129" "217165_x_at" "4494"
"4130" "217179_x_at" ""
"4131" "217208_s_at" "1739"
"4132" "217227_x_at" "28823 /// 28825"
"4133" "217232_x_at" "3043"
"4134" "217234_s_at" "7430"
"4135" "217235_x_at" "100423062 /// 28816"
"4136" "217257_at" "6452"
"4137" "217258_x_at" "28823 /// 28825"
"4138" "217281_x_at" "100126583 /// 100290036 /// 28396 /// 3493 /// 3494 /// 3500 /// 3501 /// 3502 /// 3507"
"4139" "217294_s_at" "2023"
"4140" "217299_s_at" "4683"
"4141" "217320_at" ""
"4142" "217339_x_at" "1485 /// 246100"
"4143" "217360_x_at" "100510678 /// 28396 /// 3493 /// 3500 /// 3502 /// 3507"
"4144" "217362_x_at" "3128"
"4145" "217371_s_at" "3600"
"4146" "217378_x_at" ""
"4147" "217388_s_at" "8942"
"4148" "217404_s_at" "1280"
"4149" "217414_x_at" "3039 /// 3040"
"4150" "217422_s_at" "933"
"4151" "217428_s_at" "1300"
"4152" "217430_x_at" "1277"
"4153" "217436_x_at" "3105 /// 3134 /// 3137"
"4154" "217437_s_at" "6867"
"4155" "217451_at" ""
"4156" "217475_s_at" "3985"
"4157" "217478_s_at" "3108"
"4158" "217480_x_at" "3514"
"4159" "217482_at" ""
"4160" "217498_at" ""
"4161" "217499_x_at" "26636"
"4162" "217502_at" "3433"
"4163" "217506_at" "339290"
"4164" "217518_at" "26509"
"4165" "217523_at" "960"
"4166" "217525_at" "283298"
"4167" "217534_at" "51571"
"4168" "217536_x_at" ""
"4169" "217546_at" "4499"
"4170" "217551_at" "10819"
"4171" "217554_at" ""
"4172" "217561_at" "796"
"4173" "217564_s_at" "1373"
"4174" "217591_at" ""
"4175" "217593_at" "65982"
"4176" "217617_at" ""
"4177" "217627_at" "126231"
"4178" "217628_at" "53405"
"4179" "217649_at" "7763"
"4180" "217671_at" ""
"4181" "217678_at" "23657"
"4182" "217690_at" "100505523"
"4183" "217707_x_at" "6595"
"4184" "217712_at" ""
"4185" "217728_at" "6277"
"4186" "217739_s_at" "10135"
"4187" "217744_s_at" "64065"
"4188" "217757_at" "2"
"4189" "217762_s_at" "11031"
"4190" "217763_s_at" "11031"
"4191" "217764_s_at" "11031"
"4192" "217767_at" "718"
"4193" "217771_at" "51280"
"4194" "217778_at" "27173"
"4195" "217785_s_at" "10652"
"4196" "217813_s_at" "10927"
"4197" "217856_at" "9939"
"4198" "217867_x_at" "25825"
"4199" "217889_s_at" "79901"
"4200" "217892_s_at" "51474"
"4201" "217893_s_at" "79647"
"4202" "217897_at" "53826"
"4203" "217933_s_at" "51056"
"4204" "217966_s_at" "116496"
"4205" "217967_s_at" "116496"
"4206" "217974_at" "51768"
"4207" "217979_at" "27075"
"4208" "217989_at" "51170"
"4209" "217995_at" "58472"
"4210" "217996_at" "22822"
"4211" "217997_at" "22822"
"4212" "217999_s_at" "22822"
"4213" "218002_s_at" "9547"
"4214" "218009_s_at" "9055"
"4215" "218032_at" "8303"
"4216" "218035_s_at" "54502"
"4217" "218039_at" "51203"
"4218" "218051_s_at" "64943"
"4219" "218073_s_at" "55706"
"4220" "218084_x_at" "53827"
"4221" "218086_at" "56654"
"4222" "218087_s_at" "10580"
"4223" "218111_s_at" "55907"
"4224" "218113_at" "23670"
"4225" "218115_at" "55723"
"4226" "218145_at" "57761"
"4227" "218162_at" "56944"
"4228" "218180_s_at" "64787"
"4229" "218181_s_at" "9448"
"4230" "218182_s_at" "9076"
"4231" "218186_at" "57111"
"4232" "218187_s_at" "65265"
"4233" "218193_s_at" "51026"
"4234" "218197_s_at" "55074"
"4235" "218209_s_at" "55197"
"4236" "218211_s_at" "79083"
"4237" "218217_at" "59342"
"4238" "218232_at" "712"
"4239" "218237_s_at" "81539"
"4240" "218252_at" "26586"
"4241" "218261_at" "10053"
"4242" "218273_s_at" "54704"
"4243" "218280_x_at" "723790 /// 8337"
"4244" "218302_at" "55851"
"4245" "218308_at" "10460"
"4246" "218309_at" "55450"
"4247" "218322_s_at" "51703"
"4248" "218326_s_at" "55366"
"4249" "218330_s_at" "89797"
"4250" "218332_at" "55859"
"4251" "218340_s_at" "55236"
"4252" "218345_at" "55365"
"4253" "218349_s_at" "55055"
"4254" "218350_s_at" "51053"
"4255" "218353_at" "8490"
"4256" "218355_at" "24137"
"4257" "218380_at" "22861 /// 728392"
"4258" "218400_at" "4940"
"4259" "218404_at" "29887"
"4260" "218424_s_at" "55240"
"4261" "218435_at" "29103"
"4262" "218437_s_at" "54585"
"4263" "218451_at" "64866"
"4264" "218454_at" "79887"
"4265" "218468_s_at" "26585"
"4266" "218469_at" "26585"
"4267" "218484_at" "56901"
"4268" "218498_s_at" "30001"
"4269" "218499_at" "51765"
"4270" "218500_at" "51337"
"4271" "218501_at" "50650"
"4272" "218502_s_at" "7227"
"4273" "218507_at" "29923"
"4274" "218510_x_at" "54463"
"4275" "218532_s_at" "54463"
"4276" "218538_s_at" "57380"
"4277" "218541_s_at" "56892"
"4278" "218542_at" "55165"
"4279" "218543_s_at" "64761"
"4280" "218546_at" "79762"
"4281" "218559_s_at" "9935"
"4282" "218574_s_at" "29995"
"4283" "218585_s_at" "51514"
"4284" "218589_at" "10161"
"4285" "218599_at" "9985"
"4286" "218611_at" "51278"
"4287" "218613_at" "23362"
"4288" "218614_at" "55196"
"4289" "218625_at" "51299"
"4290" "218627_at" "55332"
"4291" "218638_s_at" "10417"
"4292" "218640_s_at" "79666"
"4293" "218651_s_at" "55323"
"4294" "218656_s_at" "10186"
"4295" "218662_s_at" "64151"
"4296" "218663_at" "64151"
"4297" "218665_at" "8322"
"4298" "218676_s_at" "58488"
"4299" "218677_at" "57402"
"4300" "218678_at" "10763"
"4301" "218681_s_at" "23753"
"4302" "218692_at" "55638"
"4303" "218694_at" "51309"
"4304" "218699_at" "8934"
"4305" "218700_s_at" "8934"
"4306" "218701_at" "51110"
"4307" "218702_at" "54938"
"4308" "218706_s_at" "65983"
"4309" "218717_s_at" "55214"
"4310" "218718_at" "56034"
"4311" "218720_x_at" "26470"
"4312" "218723_s_at" "28984"
"4313" "218724_s_at" "60436"
"4314" "218726_at" "55355"
"4315" "218729_at" "56925"
"4316" "218730_s_at" "4969"
"4317" "218731_s_at" "64856"
"4318" "218736_s_at" "54873"
"4319" "218746_at" "55080"
"4320" "218747_s_at" "55080"
"4321" "218748_s_at" "10640"
"4322" "218755_at" "10112"
"4323" "218756_s_at" "79154"
"4324" "218763_at" "53407"
"4325" "218764_at" "5583"
"4326" "218772_x_at" "55151"
"4327" "218779_x_at" "54869"
"4328" "218782_s_at" "29028"
"4329" "218789_s_at" "54494"
"4330" "218792_s_at" "54836"
"4331" "218793_s_at" "6322"
"4332" "218796_at" "55612"
"4333" "218800_at" "79644"
"4334" "218802_at" "55013"
"4335" "218804_at" "55107"
"4336" "218805_at" "55340"
"4337" "218806_s_at" "10451"
"4338" "218807_at" "10451"
"4339" "218810_at" "80149"
"4340" "218813_s_at" "56904"
"4341" "218820_at" "56967"
"4342" "218824_at" "55228"
"4343" "218826_at" "54733"
"4344" "218829_s_at" "55636"
"4345" "218839_at" "23462"
"4346" "218847_at" "10644"
"4347" "218851_s_at" "55339"
"4348" "218854_at" "29940"
"4349" "218856_at" "27242"
"4350" "218857_s_at" "80150"
"4351" "218858_at" "64798"
"4352" "218868_at" "57180"
"4353" "218870_at" "55843"
"4354" "218872_at" "54997"
"4355" "218875_s_at" "26271"
"4356" "218876_at" "51673"
"4357" "218880_at" "2355"
"4358" "218883_s_at" "79682"
"4359" "218885_s_at" "79695"
"4360" "218888_s_at" "81831"
"4361" "218898_at" "79850"
"4362" "218901_at" "57088"
"4363" "218918_at" "57134"
"4364" "218943_s_at" "23586"
"4365" "218948_at" "55278"
"4366" "218950_at" "64411"
"4367" "218951_s_at" "55344"
"4368" "218952_at" "27344"
"4369" "218959_at" "3226"
"4370" "218960_at" "56649"
"4371" "218963_s_at" "25984"
"4372" "218966_at" "55930"
"4373" "218974_at" "55084"
"4374" "218976_at" "56521"
"4375" "218980_at" "80206"
"4376" "218983_at" "51279"
"4377" "218986_s_at" "55601"
"4378" "218995_s_at" "1906"
"4379" "218999_at" "55281"
"4380" "219000_s_at" "79075"
"4381" "219008_at" "60526"
"4382" "219010_at" "55765"
"4383" "219014_at" "51316"
"4384" "219017_at" "55500"
"4385" "219032_x_at" "23596"
"4386" "219038_at" "79710"
"4387" "219045_at" "54509"
"4388" "219049_at" "55790"
"4389" "219054_at" "79614"
"4390" "219059_s_at" "10894"
"4391" "219061_s_at" "8270"
"4392" "219064_at" "80760"
"4393" "219073_s_at" "114884"
"4394" "219087_at" "54829"
"4395" "219090_at" "57419"
"4396" "219091_s_at" "79812"
"4397" "219093_at" "55022"
"4398" "219094_at" "25852"
"4399" "219099_at" "57103"
"4400" "219109_at" "79582"
"4401" "219115_s_at" "53832"
"4402" "219118_at" "51303"
"4403" "219121_s_at" "54845"
"4404" "219123_at" "7775"
"4405" "219127_at" "79170"
"4406" "219132_at" "57161"
"4407" "219134_at" "64123"
"4408" "219140_s_at" "5950"
"4409" "219142_at" "65997"
"4410" "219143_s_at" "54913"
"4411" "219147_s_at" "54981"
"4412" "219148_at" "55872"
"4413" "219151_s_at" "11158 /// 11159"
"4414" "219153_s_at" "79875"
"4415" "219155_at" "26207"
"4416" "219157_at" "11275"
"4417" "219158_s_at" "80155"
"4418" "219159_s_at" "57823"
"4419" "219165_at" "64236"
"4420" "219174_at" "80173"
"4421" "219179_at" "51339"
"4422" "219181_at" "9388"
"4423" "219182_at" "79583"
"4424" "219191_s_at" "51411"
"4425" "219197_s_at" "57758"
"4426" "219201_s_at" "57045"
"4427" "219204_s_at" "63826"
"4428" "219209_at" "64135"
"4429" "219211_at" "11274"
"4430" "219213_at" "58494"
"4431" "219215_s_at" "55630"
"4432" "219225_at" "79605"
"4433" "219228_at" "55422"
"4434" "219229_at" "28232"
"4435" "219230_at" "55273"
"4436" "219232_s_at" "112399"
"4437" "219233_s_at" "55876"
"4438" "219235_s_at" "65979"
"4439" "219243_at" "55303"
"4440" "219249_s_at" "60681"
"4441" "219250_s_at" "23767"
"4442" "219255_x_at" "55540"
"4443" "219256_s_at" "54436"
"4444" "219260_s_at" "23587"
"4445" "219263_at" "79589"
"4446" "219269_at" "79618"
"4447" "219271_at" "79623"
"4448" "219274_at" "23554"
"4449" "219277_s_at" "55753"
"4450" "219279_at" "55619"
"4451" "219287_at" "27345"
"4452" "219288_at" "57415"
"4453" "219295_s_at" "26577"
"4454" "219296_at" "54503"
"4455" "219298_at" "79746"
"4456" "219304_s_at" "80310"
"4457" "219305_x_at" "26232"
"4458" "219306_at" "56992"
"4459" "219310_at" "79953"
"4460" "219312_s_at" "65986"
"4461" "219313_at" "54762"
"4462" "219317_at" "11201"
"4463" "219327_s_at" "55890"
"4464" "219330_at" "81839"
"4465" "219331_s_at" "55220"
"4466" "219332_at" "79778"
"4467" "219338_s_at" "54839"
"4468" "219352_at" "55008"
"4469" "219359_at" "80162"
"4470" "219367_s_at" ""
"4471" "219368_at" "4674"
"4472" "219371_s_at" "10365"
"4473" "219372_at" "28981"
"4474" "219377_at" "64762"
"4475" "219383_at" "79899"
"4476" "219385_at" "56833"
"4477" "219386_s_at" "56833"
"4478" "219388_at" "79977"
"4479" "219389_at" "55061"
"4480" "219390_at" "55033"
"4481" "219403_s_at" "10855"
"4482" "219410_at" "55076"
"4483" "219411_at" "79767"
"4484" "219412_at" "23682"
"4485" "219415_at" "57348"
"4486" "219416_at" "51435"
"4487" "219423_x_at" "8718"
"4488" "219427_at" "79633"
"4489" "219434_at" "54210"
"4490" "219436_s_at" "51705"
"4491" "219437_s_at" "29123"
"4492" "219440_at" "10742"
"4493" "219450_at" "55286"
"4494" "219454_at" "25975"
"4495" "219455_at" "79846"
"4496" "219463_at" "24141"
"4497" "219469_at" "79659"
"4498" "219471_at" "80183"
"4499" "219476_at" "79098"
"4500" "219478_at" "58189"
"4501" "219479_at" "79070"
"4502" "219489_s_at" "64359"
"4503" "219493_at" "79801"
"4504" "219494_at" "25788"
"4505" "219497_s_at" "53335"
"4506" "219498_s_at" "53335"
"4507" "219505_at" "51816"
"4508" "219508_at" "9245"
"4509" "219510_at" "10721"
"4510" "219511_s_at" "9627"
"4511" "219513_s_at" "10045"
"4512" "219518_s_at" "619189 /// 80237"
"4513" "219519_s_at" "6614"
"4514" "219522_at" "24147"
"4515" "219523_s_at" "55714"
"4516" "219525_at" "55244"
"4517" "219529_at" "9022"
"4518" "219534_x_at" "1028"
"4519" "219542_at" "79858"
"4520" "219544_at" "79866"
"4521" "219545_at" "65987"
"4522" "219551_at" "55840"
"4523" "219555_s_at" "55839"
"4524" "219558_at" "79572"
"4525" "219561_at" "51226"
"4526" "219563_at" "79686"
"4527" "219564_at" "3773"
"4528" "219566_at" "79156"
"4529" "219569_s_at" "80723"
"4530" "219572_at" "93664"
"4531" "219574_at" "55016"
"4532" "219580_s_at" "79838"
"4533" "219583_s_at" "55812"
"4534" "219584_at" "51365"
"4535" "219587_at" "54970"
"4536" "219588_s_at" "54892"
"4537" "219593_at" "51296"
"4538" "219594_at" "4815"
"4539" "219602_s_at" "63895"
"4540" "219603_s_at" "7769"
"4541" "219607_s_at" "51338"
"4542" "219616_at" "79611"
"4543" "219619_at" "54769"
"4544" "219628_at" "64393"
"4545" "219629_at" "55007"
"4546" "219630_at" "10158"
"4547" "219631_at" "29967"
"4548" "219634_at" "50515"
"4549" "219644_at" "51134"
"4550" "219648_at" "55686"
"4551" "219654_at" "9200"
"4552" "219655_at" "79783"
"4553" "219666_at" "64231"
"4554" "219667_s_at" "55024"
"4555" "219681_s_at" "80223"
"4556" "219682_s_at" "6926"
"4557" "219683_at" "7976"
"4558" "219684_at" "64108"
"4559" "219685_at" "59353"
"4560" "219686_at" "55351"
"4561" "219691_at" "54809"
"4562" "219694_at" "54491"
"4563" "219700_at" "57125"
"4564" "219702_at" "10761"
"4565" "219703_at" "55329"
"4566" "219714_s_at" "55799"
"4567" "219716_at" "80830"
"4568" "219725_at" "54209"
"4569" "219735_s_at" "29842"
"4570" "219736_at" "55521"
"4571" "219737_s_at" "5101"
"4572" "219740_at" "79805"
"4573" "219743_at" "23493"
"4574" "219747_at" "79625"
"4575" "219756_s_at" "79983"
"4576" "219759_at" "64167"
"4577" "219763_at" "57706"
"4578" "219764_at" "11211"
"4579" "219768_at" "79679"
"4580" "219771_at" "54885"
"4581" "219772_s_at" "23676"
"4582" "219773_at" "50507"
"4583" "219777_at" "474344"
"4584" "219778_at" "23414"
"4585" "219779_at" "79776"
"4586" "219786_at" "9633"
"4587" "219787_s_at" "1894"
"4588" "219789_at" "4883"
"4589" "219795_at" "11254"
"4590" "219800_s_at" "79896"
"4591" "219806_s_at" "56935"
"4592" "219821_s_at" "54438"
"4593" "219825_at" "56603"
"4594" "219833_s_at" "114327"
"4595" "219836_at" "79413"
"4596" "219837_s_at" "54360"
"4597" "219850_s_at" "26298"
"4598" "219855_at" "55190"
"4599" "219856_at" "79098"
"4600" "219857_at" "79949"
"4601" "219863_at" "51191"
"4602" "219865_at" "29092"
"4603" "219866_at" "53405"
"4604" "219867_at" "140578"
"4605" "219869_s_at" "64116"
"4606" "219871_at" "79667"
"4607" "219872_at" "51313"
"4608" "219873_at" "78989"
"4609" "219874_at" "84561"
"4610" "219882_at" "79739"
"4611" "219888_at" "6676"
"4612" "219890_at" "23601"
"4613" "219892_at" "53346"
"4614" "219895_at" "55026"
"4615" "219902_at" "23743"
"4616" "219908_at" "27123"
"4617" "219918_s_at" "259266"
"4618" "219926_at" "64208"
"4619" "219928_s_at" "26256"
"4620" "219932_at" "28965"
"4621" "219935_at" "11096"
"4622" "219936_s_at" "53836"
"4623" "219937_at" "29953"
"4624" "219938_s_at" "9050"
"4625" "219945_at" "29118"
"4626" "219947_at" "50856"
"4627" "219951_s_at" "55184"
"4628" "219954_s_at" "57733"
"4629" "219956_at" "11226"
"4630" "219957_at" "55680"
"4631" "219959_at" "55034"
"4632" "219961_s_at" "55857"
"4633" "219970_at" "54810"
"4634" "219973_at" "79642"
"4635" "219978_s_at" "51203"
"4636" "219983_at" "57110"
"4637" "219984_s_at" "57110"
"4638" "219985_at" "9955"
"4639" "219987_at" "100288413"
"4640" "219990_at" "79733"
"4641" "219993_at" "64321"
"4642" "219995_s_at" "79755"
"4643" "220005_at" "53829"
"4644" "220013_at" "79852"
"4645" "220016_at" "79026"
"4646" "220022_at" "55713"
"4647" "220027_s_at" "54922"
"4648" "220030_at" "55359"
"4649" "220037_s_at" "10894"
"4650" "220038_at" "23678 /// 56260"
"4651" "220048_at" "10913"
"4652" "220051_at" "10942"
"4653" "220057_at" "653048 /// 653067 /// 653219 /// 653220 /// 9503"
"4654" "220072_at" "79848"
"4655" "220084_at" "55195"
"4656" "220085_at" "3070"
"4657" "220088_at" "728"
"4658" "220092_s_at" "84168"
"4659" "220094_s_at" "63933"
"4660" "220102_at" "668"
"4661" "220104_at" "56829"
"4662" "220110_s_at" "56000"
"4663" "220122_at" "79772"
"4664" "220125_at" "27019"
"4665" "220126_at" "29122"
"4666" "220133_at" "54959"
"4667" "220135_s_at" "11136"
"4668" "220145_at" "79884"
"4669" "220146_at" "51284"
"4670" "220156_at" "79645"
"4671" "220161_s_at" "54566"
"4672" "220167_s_at" "24150 /// 729355"
"4673" "220168_at" "55259"
"4674" "220173_at" "80127"
"4675" "220177_s_at" "64699"
"4676" "220179_at" "64180"
"4677" "220184_at" "79923"
"4678" "220196_at" "94025"
"4679" "220205_at" "7179"
"4680" "220230_s_at" "51700"
"4681" "220233_at" "115290 /// 54938"
"4682" "220234_at" "767"
"4683" "220239_at" "55975"
"4684" "220244_at" "29931"
"4685" "220246_at" "57118"
"4686" "220266_s_at" "9314"
"4687" "220269_at" "79740"
"4688" "220272_at" "54796"
"4689" "220274_at" "79781"
"4690" "220281_at" "6557"
"4691" "220287_at" "56999"
"4692" "220295_x_at" "55635"
"4693" "220302_at" "4117"
"4694" "220306_at" "54855"
"4695" "220308_at" "25790"
"4696" "220316_at" "64067"
"4697" "220326_s_at" "55701"
"4698" "220330_s_at" "64092"
"4699" "220332_at" "10686"
"4700" "220338_at" "55103"
"4701" "220354_at" "100289410"
"4702" "220356_at" "10699"
"4703" "220387_s_at" "11147"
"4704" "220389_at" "60494"
"4705" "220390_at" "79841"
"4706" "220393_at" "51557"
"4707" "220394_at" "26281"
"4708" "220407_s_at" "7042"
"4709" "220414_at" "51806"
"4710" "220426_at" "79025"
"4711" "220432_s_at" "51302"
"4712" "220441_at" "79962"
"4713" "220442_at" "282809 /// 8693"
"4714" "220445_s_at" "389903 /// 728461"
"4715" "220446_s_at" "10164"
"4716" "220459_at" "114044"
"4717" "220462_at" "80034"
"4718" "220467_at" ""
"4719" "220475_at" "64078"
"4720" "220484_at" "55283"
"4721" "220494_s_at" ""
"4722" "220518_at" "25890"
"4723" "220520_s_at" "54830"
"4724" "220532_s_at" "28959"
"4725" "220572_at" "55525"
"4726" "220576_at" "80055"
"4727" "220581_at" "80129"
"4728" "220591_s_at" "80258"
"4729" "220615_s_at" "55711"
"4730" "220623_s_at" "80705"
"4731" "220636_at" "64446"
"4732" "220638_s_at" "23624"
"4733" "220643_s_at" "55179"
"4734" "220646_s_at" "51348"
"4735" "220651_s_at" "55388"
"4736" "220658_s_at" "56938"
"4737" "220666_at" ""
"4738" "220710_at" "80035"
"4739" "220736_at" "80704"
"4740" "220769_s_at" "79819"
"4741" "220770_s_at" "63920"
"4742" "220773_s_at" "10243"
"4743" "220816_at" "23566"
"4744" "220840_s_at" "55732"
"4745" "220892_s_at" "29968"
"4746" "220898_at" ""
"4747" "220911_s_at" "57523"
"4748" "220917_s_at" "57728"
"4749" "220918_at" "80215"
"4750" "220936_s_at" "55766"
"4751" "220940_at" "57730"
"4752" "220941_s_at" "54149"
"4753" "220945_x_at" "54682"
"4754" "220952_s_at" "54477"
"4755" "220959_s_at" "29989 /// 29991"
"4756" "220979_s_at" "81849"
"4757" "220987_s_at" "56672 /// 81788"
"4758" "220988_s_at" "114899"
"4759" "220994_s_at" "29091"
"4760" "220999_s_at" "26999"
"4761" "221004_s_at" "81618"
"4762" "221011_s_at" "81606"
"4763" "221016_s_at" "83439"
"4764" "221019_s_at" "81035"
"4765" "221024_s_at" "81031"
"4766" "221029_s_at" "81029"
"4767" "221031_s_at" "81575"
"4768" "221042_s_at" "79789"
"4769" "221045_s_at" "8863"
"4770" "221059_s_at" "23406"
"4771" "221087_s_at" "80833"
"4772" "221088_s_at" "55607"
"4773" "221097_s_at" "10242"
"4774" "221122_at" "54979"
"4775" "221159_at" ""
"4776" "221185_s_at" "84223"
"4777" "221204_s_at" "55118"
"4778" "221207_s_at" "26960"
"4779" "221208_s_at" "79684"
"4780" "221210_s_at" "80896"
"4781" "221215_s_at" "54101"
"4782" "221217_s_at" "54715"
"4783" "221218_s_at" "27010"
"4784" "221220_s_at" "55681"
"4785" "221222_s_at" "54964"
"4786" "221234_s_at" "60468"
"4787" "221241_s_at" "79370"
"4788" "221245_s_at" "7855"
"4789" "221258_s_at" "81930"
"4790" "221261_x_at" "728239 /// 81557"
"4791" "221264_s_at" "23435"
"4792" "221268_s_at" "81537"
"4793" "221270_s_at" "81890"
"4794" "221276_s_at" "81493"
"4795" "221286_s_at" "51237"
"4796" "221397_at" "50839"
"4797" "221430_s_at" "81847"
"4798" "221436_s_at" "83461"
"4799" "221447_s_at" "83468"
"4800" "221477_s_at" "6648"
"4801" "221489_s_at" "81848"
"4802" "221491_x_at" "100133661 /// 100294036 /// 100509582 /// 100510495 /// 100510519 /// 3123 /// 3125 /// 3126 /// 3127"
"4803" "221520_s_at" "55143"
"4804" "221521_s_at" "51659"
"4805" "221522_at" "84079"
"4806" "221523_s_at" "58528"
"4807" "221524_s_at" "58528"
"4808" "221529_s_at" "83483"
"4809" "221530_s_at" "79365"
"4810" "221539_at" "1978"
"4811" "221541_at" "83716"
"4812" "221542_s_at" "11160"
"4813" "221543_s_at" "11160"
"4814" "221556_at" "8555"
"4815" "221558_s_at" "51176"
"4816" "221561_at" "6646"
"4817" "221563_at" "11221"
"4818" "221569_at" "54806"
"4819" "221577_x_at" "9518"
"4820" "221581_s_at" "7462"
"4821" "221582_at" "92815"
"4822" "221584_s_at" "3778"
"4823" "221589_s_at" "100506517"
"4824" "221590_s_at" "4329"
"4825" "221591_s_at" "54478"
"4826" "221593_s_at" "6160"
"4827" "221601_s_at" "9214"
"4828" "221605_s_at" "51268"
"4829" "221606_s_at" "79366"
"4830" "221609_s_at" "7475"
"4831" "221610_s_at" "55620"
"4832" "221614_s_at" "9501"
"4833" "221618_s_at" "51616"
"4834" "221638_s_at" "8675"
"4835" "221643_s_at" "473"
"4836" "221645_s_at" "55769"
"4837" "221646_s_at" "79844"
"4838" "221648_s_at" "100507192"
"4839" "221651_x_at" "3514 /// 50802"
"4840" "221665_s_at" "54869"
"4841" "221666_s_at" "29108"
"4842" "221667_s_at" "26353"
"4843" "221671_x_at" "3514 /// 50802"
"4844" "221675_s_at" "56994"
"4845" "221690_s_at" "55655"
"4846" "221698_s_at" "64581"
"4847" "221701_s_at" "64220"
"4848" "221703_at" "83990"
"4849" "221728_x_at" "7503"
"4850" "221729_at" "1290"
"4851" "221730_at" "1290"
"4852" "221731_x_at" "1462"
"4853" "221748_s_at" "7145"
"4854" "221760_at" "4121"
"4855" "221765_at" "7357"
"4856" "221766_s_at" "55603"
"4857" "221773_at" "2004"
"4858" "221795_at" "4915"
"4859" "221796_at" "4915"
"4860" "221814_at" "25960"
"4861" "221815_at" "11057"
"4862" "221833_at" "83752"
"4863" "221834_at" "83752"
"4864" "221840_at" "5791"
"4865" "221841_s_at" "9314"
"4866" "221860_at" "3191"
"4867" "221868_at" "400961"
"4868" "221872_at" "5918"
"4869" "221874_at" "57535"
"4870" "221875_x_at" "3134"
"4871" "221879_at" "91860"
"4872" "221881_s_at" "25932"
"4873" "221884_at" "2122"
"4874" "221898_at" "10630"
"4875" "221899_at" "10443"
"4876" "221900_at" "1296"
"4877" "221908_at" "84900"
"4878" "221909_at" "84900"
"4879" "221911_at" "2115"
"4880" "221920_s_at" "51312"
"4881" "221922_at" "29899"
"4882" "221933_at" "57502"
"4883" "221935_s_at" "285203"
"4884" "221942_s_at" "2982"
"4885" "221946_at" "138162"
"4886" "221950_at" "2018"
"4887" "221958_s_at" "79971"
"4888" "221959_at" "90362"
"4889" "221973_at" "100506076 /// 100506123"
"4890" "221974_at" "3653"
"4891" "221978_at" "3134"
"4892" "221985_at" "54800"
"4893" "221986_s_at" "54800"
"4894" "221990_at" "7849"
"4895" "221992_at" "100507666 /// 440348"
"4896" "222008_at" "1297"
"4897" "222016_s_at" "64288"
"4898" "222020_s_at" "50863"
"4899" "222025_s_at" "26873"
"4900" "222026_at" "5935"
"4901" "222027_at" "64710"
"4902" "222036_s_at" "4173"
"4903" "222037_at" "4173"
"4904" "222039_at" "146909"
"4905" "222043_at" "1191"
"4906" "222062_at" "9466"
"4907" "222067_x_at" "3017"
"4908" "222068_s_at" "123872"
"4909" "222073_at" "1285"
"4910" "222077_s_at" "29127"
"4911" "222087_at" ""
"4912" "222088_s_at" "144195 /// 6515"
"4913" "222101_s_at" "8642"
"4914" "222108_at" "347902"
"4915" "222128_at" "221078"
"4916" "222139_at" "57612"
"4917" "222146_s_at" "6925"
"4918" "222150_s_at" "54103"
"4919" "222154_s_at" "26010"
"4920" "222155_s_at" "79581"
"4921" "222158_s_at" "51029"
"4922" "222162_s_at" "9510"
"4923" "222164_at" "2260"
"4924" "222167_at" ""
"4925" "222173_s_at" "55357"
"4926" "222196_at" "389906"
