probeset Group
214701_s_at C3.Down
207238_s_at C3.Down
210299_s_at C3.Down
210809_s_at C3.Down
216044_x_at C3.Down
211640_x_at C3.Down
1567912_s_at C3.Down
222759_at C3.Down
211634_x_at C3.Down
1557918_s_at C3.Down
209324_s_at C3.Down
239108_at C3.Down
222838_at C3.Down
226909_at C3.Down
227019_at C3.Down
206666_at C3.Down
219159_s_at C3.Down
201397_at C3.Down
211643_x_at C3.Down
204915_s_at C3.Down
215029_at C3.Down
210785_s_at C3.Down
225100_at C3.Down
214973_x_at C3.Down
231766_s_at C3.Down
233690_at C3.Down
205798_at C3.Down
204128_s_at C3.Down
213226_at C3.Down
216557_x_at C3.Down
230372_at C3.Down
232805_at C3.Down
226474_at C3.Down
213338_at C3.Down
227285_at C3.Down
201720_s_at C3.Down
216336_x_at C3.Down
202234_s_at C3.Down
221522_at C3.Down
217235_x_at C3.Down
204437_s_at C3.Down
209365_s_at C3.Down
215006_at C3.Down
208180_s_at C3.Down
205485_at C3.Down
223121_s_at C3.Down
227458_at C3.Down
223452_s_at C3.Down
201150_s_at C3.Down
229168_at C3.Down
229554_at C3.Down
241473_at C3.Down
209052_s_at C3.Down
221521_s_at C3.Down
201286_at C3.Down
1563473_at C3.Down
209612_s_at C3.Down
206082_at C3.Down
233398_at C3.Down
200628_s_at C3.Down
217165_x_at C3.Down
227266_s_at C3.Down
203589_s_at C3.Down
229128_s_at C3.Down
222956_at C3.Down
235700_at C3.Down
215949_x_at C3.Down
203276_at C3.Down
235518_at C3.Down
213689_x_at C3.Down
224240_s_at C3.Down
203471_s_at C3.Down
211637_x_at C3.Down
209955_s_at C3.Down
204745_x_at C3.Down
214058_at C3.Down
235296_at C3.Down
224609_at C3.Down
214505_s_at C3.Down
214702_at C3.Down
242828_at C3.Down
206641_at C3.Down
209374_s_at C3.Down
209325_s_at C3.Down
210797_s_at C3.Down
224521_s_at C3.Down
228658_at C3.Down
222848_at C3.Down
227935_s_at C3.Down
219863_at C3.Down
206488_s_at C3.Down
242918_at C3.Down
205542_at C3.Down
204416_x_at C3.Down
203238_s_at C3.Down
211641_x_at C3.Down
201820_at C3.Down
203417_at C3.Down
205185_at C3.Down
227249_at C3.Down
1562169_at C3.Down
228523_at C3.Down
207426_s_at C3.Down
210854_x_at C3.Down
210915_x_at C3.Down
209555_s_at C3.Down
243495_s_at C3.Down
213996_at C3.Down
226875_at C3.Down
209708_at C3.Down
229271_x_at C3.Down
231240_at C3.Down
210513_s_at C3.Down
217208_s_at C3.Down
202436_s_at C3.Down
209754_s_at C3.Down
211126_s_at C3.Down
218350_s_at C3.Down
223423_at C3.Down
217893_s_at C3.Down
211902_x_at C3.Down
213416_at C3.Down
210972_x_at C3.Down
203666_at C3.Down
229625_at C3.Down
208962_s_at C3.Down
210220_at C3.Down
206715_at C3.Down
219551_at C3.Down
204897_at C3.Down
211908_x_at C3.Down
204279_at C3.Down
218469_at C3.Down
203382_s_at C3.Down
235117_at C3.Down
205306_x_at C3.Down
214469_at C3.Down
230865_at C3.Down
203559_s_at C3.Down
236180_at C3.Down
204940_at C3.Down
213707_s_at C3.Down
209168_at C3.Down
219386_s_at C3.Down
210135_s_at C3.Down
210546_x_at C3.Down
244174_at C3.Down
210895_s_at C3.Down
223122_s_at C3.Down
206280_at C3.Down
204273_at C3.Down
203757_s_at C3.Down
220332_at C3.Down
210004_at C3.Down
211343_s_at C3.Down
227140_at C3.Down
226676_at C3.Down
207030_s_at C3.Down
229560_at C3.Down
229477_at C3.Down
211696_x_at C3.Down
209466_x_at C3.Down
1557215_at C3.Down
230391_at C3.Down
241262_at C3.Down
1558411_at C3.Down
203819_s_at C3.Down
226311_at C3.Down
235681_at C3.Down
209283_at C3.Down
211748_x_at C3.Down
223597_at C3.Down
210152_at C3.Down
229638_at C3.Down
227061_at C3.Down
210602_s_at C3.Down
203295_s_at C3.Down
209685_s_at C3.Down
213888_s_at C3.Down
234034_at C3.Down
235795_at C3.Down
209866_s_at C3.Down
204465_s_at C3.Down
214051_at C3.Down
219310_at C3.Down
235229_at C3.Down
1564359_a_at C3.Down
203980_at C3.Down
225710_at C3.Down
213568_at C3.Down
241672_at C3.Down
205625_s_at C3.Down
236293_at C3.Down
1555756_a_at C3.Down
206373_at C3.Down
213147_at C3.Down
204529_s_at C3.Down
205433_at C3.Down
211339_s_at C3.Down
228262_at C3.Down
228017_s_at C3.Down
1554524_a_at C3.Down
235629_at C3.Down
210511_s_at C3.Down
204424_s_at C3.Down
204463_s_at C3.Down
232629_at C3.Down
39966_at C3.Down
210233_at C3.Down
214023_x_at C3.Down
1557155_a_at C3.Down
213920_at C3.Down
218870_at C3.Down
204894_s_at C3.Down
228598_at C3.Down
212713_at C3.Down
205626_s_at C3.Down
227230_s_at C3.Down
210072_at C3.Down
1557080_s_at C3.Down
214587_at C3.Down
215646_s_at C3.Down
220918_at C3.Down
202363_at C3.Down
207651_at C3.Down
214927_at C3.Down
209942_x_at C3.Down
219655_at C3.Down
219825_at C3.Down
228071_at C3.Down
232914_s_at C3.Down
202965_s_at C3.Down
237625_s_at C3.Down
233498_at C3.Down
204773_at C3.Down
204393_s_at C3.Down
226677_at C3.Down
212730_at C3.Down
216849_at C3.Down
213325_at C3.Down
203296_s_at C3.Down
205041_s_at C3.Down
205206_at C3.Down
1554918_a_at C3.Down
237058_x_at C3.Down
239443_at C3.Down
214612_x_at C3.Down
213169_at C3.Down
232523_at C3.Down
225242_s_at C3.Down
204580_at C3.Down
233969_at C3.Down
206366_x_at C3.Down
238320_at C3.Down
209905_at C3.Down
224941_at C3.Down
203535_at C3.Down
235350_at C3.Down
227467_at C3.Down
227952_at C3.Down
223822_at C3.Down
1555745_a_at C3.Down
222242_s_at C3.Down
205713_s_at C3.Down
235521_at C3.Down
236198_at C3.Down
203697_at C3.Down
209220_at C3.Down
231738_at C3.Down
204614_at C3.Down
229622_at C3.Down
217320_at C3.Down
219773_at C3.Down
207109_at C3.Down
226997_at C3.Down
204271_s_at C3.Down
206825_at C3.Down
219243_at C3.Down
220393_at C3.Down
204475_at C3.Down
208155_x_at C3.Down
236773_at C3.Down
1554195_a_at C3.Down
236295_s_at C3.Down
221942_s_at C3.Down
239503_at C3.Down
205825_at C3.Down
231879_at C3.Down
206133_at C3.Down
239537_at C3.Down
229357_at C3.Down
204035_at C3.Down
230867_at C3.Down
216412_x_at C3.Down
205969_at C3.Down
219935_at C3.Down
213943_at C3.Down
216470_x_at C3.Down
233320_at C3.Down
215077_at C3.Down
235368_at C3.Down
238022_at C3.Down
220330_s_at C3.Down
204774_at C3.Down
240117_at C3.Down
211425_x_at C3.Down
211549_s_at C3.Down
205352_at C3.Down
236280_at C3.Down
206172_at C3.Down
207910_at C3.Down
205817_at C3.Down
212657_s_at C3.Down
226218_at C3.Down
205907_s_at C3.Down
237351_at C3.Down
202917_s_at C3.Down
202219_at C3.Down
210096_at C3.Down
219737_s_at C3.Down
211663_x_at C3.Down
203820_s_at C3.Down
202729_s_at C3.Down
226695_at C3.Down
231341_at C3.Down
207086_x_at C3.Down
211737_x_at C3.Down
203813_s_at C3.Down
227711_at C3.Down
203698_s_at C3.Down
204589_at C3.Down
40665_at C3.Down
212354_at C3.Down
205568_at C3.Down
206201_s_at C3.Down
210394_x_at C3.Down
209125_at C3.Down
203922_s_at C3.Down
216430_x_at C3.Down
218807_at C3.Down
210437_at C3.Down
203184_at C3.Down
215049_x_at C3.Down
215813_s_at C3.Down
219702_at C3.Down
211642_at C3.Down
242276_at C3.Down
205890_s_at C3.Down
209644_x_at C3.Down
205908_s_at C3.Down
238877_at C3.Down
225681_at C3.Down
233109_at C3.Down
202953_at C3.Down
230360_at C3.Down
227735_s_at C3.Down
233092_s_at C3.Down
208212_s_at C3.Down
202508_s_at C3.Down
204939_s_at C3.Down
206376_at C3.Down
229290_at C3.Down
228766_at C3.Down
206710_s_at C3.Down
225496_s_at C3.Down
227238_at C3.Down
242468_at C3.Down
214511_x_at C3.Down
205646_s_at C3.Down
207739_s_at C3.Down
218959_at C3.Down
210467_x_at C3.Down
223839_s_at C3.Down
204472_at C3.Down
223821_s_at C3.Down
225667_s_at C3.Down
228780_at C3.Down
214651_s_at C3.Down
1559861_at C3.Down
209990_s_at C3.Down
1559459_at C3.Down
206561_s_at C3.Down
203708_at C3.Down
205122_at C3.Down
205330_at C3.Down
213830_at C3.Down
223977_s_at C3.Down
204655_at C3.Down
213909_at C3.Down
205342_s_at C3.Down
211726_s_at C3.Down
244384_at C3.Down
206633_at C3.Down
212353_at C3.Down
225987_at C3.Down
207663_x_at C3.Down
206140_at C3.Down
216541_x_at C3.Down
241694_at C3.Down
236538_at C3.Down
232458_at C3.Down
222932_at C4.Up
229349_at C3.Down
238750_at C3.Down
228038_at C3.Down
211571_s_at C3.Down
239370_at C4.Up
205373_at C3.Down
241224_x_at C3.Down
212827_at C3.Down
41469_at C3.Down
224189_x_at C4.Up
205619_s_at C3.Down
205488_at C3.Down
211470_s_at C3.Down
225664_at C3.Down
210096_at C4.Up
243864_at C3.Down
210239_at C3.Down
205269_at C3.Down
216191_s_at C3.Down
215729_s_at C4.Up
216829_at C3.Down
205959_at C3.Down
207307_at C3.Down
215733_x_at C3.Down
219850_s_at C4.Up
210164_at C3.Down
1561938_at C3.Down
215149_at C3.Down
204464_s_at C3.Down
1564906_at C4.Up
235476_at C3.Down
229390_at C3.Down
206460_at C3.Down
206001_at C3.Down
205487_s_at C4.Up
220179_at C3.Down
1569040_s_at C3.Down
226612_at C3.Down
216370_s_at C3.Down
203757_s_at C4.Up
237510_at C3.Down
223642_at C3.Down
209591_s_at C3.Down
227736_at C3.Down
213240_s_at C4.Up
228906_at C3.Down
235735_at C3.Down
206326_at C3.Down
1556167_at C3.Down
233887_at C4.Up
213150_at C3.Down
229183_at C3.Down
223395_at C3.Down
205725_at C3.Down
211657_at C4.Up
213068_at C3.Down
224221_s_at C3.Down
201744_s_at C3.Down
205523_at C3.Down
227194_at C4.Up
203645_s_at C3.Down
207175_at C3.Down
214254_at C3.Down
209904_at C3.Down
1555173_at C4.Up
229391_s_at C3.Down
227194_at C3.Down
214183_s_at C3.Down
205916_at C3.Down
203571_s_at C4.Up
210652_s_at C3.Down
242481_at C3.Down
202888_s_at C3.Down
211668_s_at C3.Down
226960_at C4.Up
44783_s_at C3.Down
226960_at C3.Down
209116_x_at C3.Down
231982_at C3.Down
227702_at C4.Up
238727_at C3.Down
226757_at C3.Down
218625_at C3.Down
219987_at C3.Down
209309_at C4.Up
207957_s_at C3.Down
238815_at C3.Down
217232_x_at C3.Down
243173_at C3.Down
205295_at C4.Up
229476_s_at C3.Down
206432_at C3.Down
217143_s_at C3.Down
238481_at C3.Down
213094_at C4.Up
214567_s_at C3.Down
228407_at C3.Down
202627_s_at C3.Down
1563649_at C3.Down
214070_s_at C4.Up
1554240_a_at C3.Down
209795_at C3.Down
228592_at C3.Down
203913_s_at C3.Down
229764_at C4.Up
202307_s_at C3.Down
206706_at C3.Down
206640_x_at C3.Down
204724_s_at C3.Down
221122_at C4.Up
217002_s_at C3.Down
213933_at C3.Down
1569878_at C3.Down
203691_at C3.Down
205916_at C4.Up
240067_at C3.Down
1558199_at C3.Down
203876_s_at C3.Down
221729_at C3.Down
228262_at C4.Up
204751_x_at C3.Down
243762_at C3.Down
208235_x_at C3.Down
217339_x_at C3.Down
239247_at C4.Up
242127_at C3.Down
218232_at C3.Down
211674_x_at C3.Down
205728_at C3.Down
205319_at C4.Up
231310_at C3.Down
231381_at C3.Down
228018_at C3.Down
242940_x_at C3.Down
207910_at C4.Up
1555497_a_at C3.Down
212587_s_at C3.Down
207156_at C3.Down
212670_at C3.Down
205725_at C4.Up
212859_x_at C3.Down
229723_at C3.Down
204607_at C3.Down
229936_at C3.Down
213060_s_at C4.Up
228776_at C3.Down
212588_at C3.Down
212187_x_at C3.Down
214390_s_at C3.Down
208498_s_at C4.Up
202957_at C3.Down
202988_s_at C3.Down
227642_at C3.Down
232636_at C3.Down
207194_s_at C4.Up
223278_at C3.Down
226809_at C3.Down
210029_at C3.Down
211655_at C3.Down
230378_at C4.Up
231725_at C3.Down
206701_x_at C3.Down
211742_s_at C3.Down
203878_s_at C3.Down
223316_at C4.Up
206291_at C3.Down
218806_s_at C3.Down
221730_at C3.Down
202450_s_at C3.Down
243077_at C4.Up
223484_at C3.Down
206546_at C3.Down
202628_s_at C3.Down
231597_x_at C3.Down
205432_at C4.Up
211071_s_at C3.Down
205422_s_at C3.Down
235845_at C3.Down
223623_at C3.Down
1554712_a_at C4.Up
210503_at C3.Down
215783_s_at C3.Down
227241_at C3.Down
207325_x_at C3.Down
226067_at C4.Up
238852_at C3.Down
208383_s_at C3.Down
204836_at C3.Down
206018_at C3.Down
205654_at C4.Up
204620_s_at C4.Down
201261_x_at C4.Down
206227_at C4.Down
201150_s_at C4.Down
214587_at C4.Down
221731_x_at C4.Down
229802_at C4.Down
203753_at C4.Down
239286_at C4.Down
202499_s_at C4.Down
201069_at C4.Down
219179_at C4.Down
233555_s_at C4.Down
238852_at C4.Down
202196_s_at C4.Down
204619_s_at C4.Down
203498_at C4.Down
222484_s_at C4.Down
213624_at C4.Down
220092_s_at C4.Down
215646_s_at C4.Down
238617_at C4.Down
204163_at C4.Down
36030_at C4.Down
204204_at C4.Down
202766_s_at C4.Down
210511_s_at C4.Down
228827_at C4.Down
215016_x_at C4.Down
226435_at C4.Down
227070_at C4.Down
204051_s_at C4.Down
228333_at C4.Down
214043_at C4.Down
228658_at C4.Down
211571_s_at C4.Down
200897_s_at C4.Down
204141_at C4.Down
209687_at C4.Down
203666_at C4.Down
226695_at C4.Down
209156_s_at C4.Down
226103_at C4.Down
232935_at C4.Down
1570165_at C4.Down
225681_at C4.Down
201669_s_at C4.Down
228573_at C4.Down
214696_at C4.Down
225790_at C4.Down
212488_at C4.Down
209118_s_at C4.Down
232231_at C4.Down
211668_s_at C4.Down
201279_s_at C4.Down
221911_at C4.Down
223121_s_at C4.Down
235821_at C4.Down
230708_at C4.Down
204897_at C4.Down
213139_at C4.Down
213001_at C4.Down
218002_s_at C4.Down
232914_s_at C4.Down
204682_at C4.Down
221729_at C4.Down
203131_at C4.Down
203939_at C4.Down
209365_s_at C4.Down
203876_s_at C4.Down
202310_s_at C4.Down
235318_at C4.Down
205559_s_at C4.Down
206025_s_at C4.Down
225664_at C4.Down
221730_at C4.Down
213125_at C4.Down
1552309_a_at C4.Down
1555724_s_at C4.Down
231130_at C4.Down
201852_x_at C4.Down
203570_at C4.Down
217764_s_at C4.Down
213790_at C4.Down
212681_at C4.Down
201792_at C4.Down
205880_at C4.Down
218468_s_at C4.Down
228367_at C4.Down
1568765_at C4.Down
202450_s_at C4.Down
201109_s_at C4.Down
209447_at C4.Down
228396_at C4.Down
227300_at C4.Down
202283_at C4.Down
202998_s_at C4.Down
226069_at C4.Down
205713_s_at C4.Down
210220_at C4.Down
225242_s_at C4.Down
212423_at C4.Down
228850_s_at C4.Down
212254_s_at C4.Down
1558199_at C4.Down
215076_s_at C4.Down
200907_s_at C4.Down
203989_x_at C4.Down
228821_at C4.Down
212091_s_at C4.Down
202995_s_at C4.Down
219087_at C4.Down
201289_at C4.Down
224772_at C4.Down
206710_s_at C4.Down
211161_s_at C4.Down
227566_at C4.Down
204451_at C4.Down
228481_at C4.Down
204570_at C4.Down
210139_s_at C4.Down
207172_s_at C4.Down
205226_at C4.Down
211071_s_at C4.Down
61734_at C4.Down
212489_at C4.Down
209335_at C4.Down
217763_s_at C4.Down
226142_at C4.Down
1555728_a_at C4.Down
223122_s_at C4.Down
213943_at C4.Down
227361_at C4.Down
204749_at C4.Down
230493_at C4.Down
202311_s_at C4.Down
211896_s_at C4.Down
203878_s_at C4.Down
233690_at C4.Down
229800_at C4.Down
212667_at C4.Down
228964_at C4.Down
222101_s_at C4.Down
219134_at C4.Down
201617_x_at C4.Down
200665_s_at C4.Down
226876_at C4.Down
205518_s_at C4.Down
202628_s_at C4.Down
204719_at C4.Down
210809_s_at C4.Down
226814_at C4.Down
233607_at C4.Down
205943_at C4.Down
218729_at C4.Down
211719_x_at C4.Down
226372_at C4.Down
211980_at C4.Down
219410_at C4.Down
209555_s_at C4.Down
227140_at C4.Down
225464_at C4.Down
203695_s_at C4.Down
205479_s_at C4.Down
204891_s_at C4.Down
203083_at C4.Down
221541_at C4.Down
201108_s_at C4.Down
205381_at C4.Down
218380_at C4.Down
216442_x_at C4.Down
201110_s_at C4.Down
203180_at C4.Down
228665_at C4.Down
204872_at C4.Down
226834_at C4.Down
235182_at C4.Down
226136_at C4.Down
202746_at C4.Down
223235_s_at C4.Down
225202_at C4.Down
226777_at C4.Down
219700_at C4.Down
213496_at C4.Down
233442_at C4.Down
225897_at C4.Down
221942_s_at C4.Down
209101_at C4.Down
209732_at C4.Down
201147_s_at C4.Down
212464_s_at C4.Down
210933_s_at C4.Down
206026_s_at C4.Down
204298_s_at C4.Down
1561689_at C4.Down
218656_s_at C4.Down
202273_at C4.Down
206439_at C4.Down
221935_s_at C4.Down
204339_s_at C4.Down
202404_s_at C4.Down
218854_at C4.Down
224002_s_at C4.Down
210764_s_at C4.Down
204438_at C4.Down
209955_s_at C4.Down
204464_s_at C4.Down
205547_s_at C4.Down
220088_at C4.Down
231240_at C4.Down
226905_at C4.Down
229554_at C4.Down
226751_at C4.Down
204222_s_at C4.Down
213568_at C4.Down
202765_s_at C4.Down
209651_at C4.Down
212624_s_at C4.Down
209348_s_at C4.Down
235343_at C4.Down
201505_at C4.Down
203603_s_at C4.Down
1554474_a_at C4.Down
203305_at C4.Down
203382_s_at C4.Down
210495_x_at C4.Down
204114_at C4.Down
227099_s_at C4.Down
228766_at C4.Down
219779_at C4.Down
213905_x_at C4.Down
213891_s_at C4.Down
213428_s_at C4.Down
208789_at C4.Down
219607_s_at C4.Down
224694_at C4.Down
218638_s_at C4.Down
212915_at C4.Down
203729_at C4.Down
213933_at C4.Down
225524_at C4.Down
207191_s_at C4.Down
222449_at C4.Down
202663_at C4.Down
219655_at C4.Down
208131_s_at C4.Down
205941_s_at C4.Down
207826_s_at C4.Down
208790_s_at C4.Down
204823_at C4.Down
212764_at C4.Down
201307_at C4.Down
205499_at C4.Down
202158_s_at C4.Down
206666_at C4.Down
221447_s_at C4.Down
202363_at C4.Down
235944_at C4.Down
221760_at C4.Down
226145_s_at C4.Down
229530_at C4.Down
201564_s_at C4.Down
202191_s_at C4.Down
209047_at C4.Down
229014_at C4.Down
208782_at C4.Down
227399_at C4.Down
223276_at C4.Down
214247_s_at C4.Down
222379_at C4.Down
226237_at C4.Down
218469_at C4.Down
222547_at C4.Down
214702_at C4.Down
210170_at C4.Down
202391_at C4.Down
229218_at C4.Down
222450_at C4.Down
206488_s_at C4.Down
235044_at C4.Down
201426_s_at C4.Down
201893_x_at C4.Down
202202_s_at C4.Down
201280_s_at C4.Down
205159_at C4.Down
232458_at C4.Down
221019_s_at C4.Down
224964_s_at C4.Down
226641_at C4.Down
210133_at C4.Down
201744_s_at C4.Down
217762_s_at C4.Down
211966_at C4.Down
203980_at C4.Down
1558828_s_at C4.Down
37892_at C4.Down
204135_at C4.Down
213241_at C4.Down
211597_s_at C4.Down
230071_at C4.Down
203325_s_at C4.Down
236179_at C4.Down
226099_at C4.Down
206796_at C4.Down
202437_s_at C4.Down
207173_x_at C4.Down
225275_at C4.Down
205100_at C4.Down
205422_s_at C4.Down
206584_at C4.Down
227061_at C4.Down
202664_at C4.Down
212636_at C4.Down
204236_at C4.Down
226804_at C4.Down
218162_at C4.Down
209505_at C4.Down
201278_at C4.Down
213247_at C4.Down
203886_s_at C4.Down
202976_s_at C4.Down
1554966_a_at C4.Down
221933_at C4.Down
226218_at C4.Down
204939_s_at C4.Down
227295_at C4.Down
228776_at C4.Down
232090_at C4.Down
212713_at C4.Down
243140_at C4.Down
201508_at C4.Down
211813_x_at C4.Down
207426_s_at C4.Down
228335_at C4.Down
206638_at C4.Down
202994_s_at C4.Down
205991_s_at C4.Down
202627_s_at C4.Down
226731_at C4.Down
209612_s_at C4.Down
234994_at C4.Down
226930_at C4.Down
202149_at C4.Down
228863_at C4.Down
209613_s_at C4.Down
213429_at C4.Down
225481_at C4.Down
205666_at C4.Down
201506_at C4.Down
213975_s_at C4.Down
204589_at C4.Down
212386_at C4.Down
211981_at C4.Down
205330_at C4.Down
204035_at C4.Down
204320_at C4.Down
230130_at C4.Down
213909_at C4.Down
200795_at C4.Down
204345_at C4.Down
202403_s_at C4.Down
224724_at C4.Down
204463_s_at C4.Down
203710_at C4.Down
203851_at C4.Down
1555778_a_at C4.Down
224560_at C4.Down
226982_at C4.Down
229271_x_at C4.Down
1556989_at C4.Down
225782_at C4.Down
226997_at C4.Down
203417_at C4.Down
230214_at C4.Down
226677_at C4.Down
203903_s_at C4.Down
209621_s_at C4.Down
213004_at C4.Down
227486_at C4.Down
216044_x_at C4.Down
203477_at C4.Down
209897_s_at C4.Down
217430_x_at C4.Down
226875_at C4.Down
232523_at C4.Down
202007_at C4.Down
222146_s_at C4.Down
227705_at C4.Down
213338_at C4.Down
219777_at C4.Down
202465_at C4.Down
204337_at C4.Down
221900_at C4.Down
202952_s_at C4.Down
226769_at C4.Down
205407_at C4.Down
212364_at C4.Down
226047_at C4.Down
243864_at C4.Down
203868_s_at C4.Down
204955_at C4.Down
235629_at C4.Down
212651_at C4.Down
225496_s_at C4.Down
212865_s_at C4.Down
215446_s_at C4.Down
229479_at C4.Down
225241_at C4.Down
202274_at C4.Down
219908_at C4.Down
200974_at C4.Down
231579_s_at C4.Down
201787_at C4.Down
213725_x_at C4.Down
220532_s_at C4.Down
213258_at C4.Down
211964_at C4.Down
227059_at C4.Down
203706_s_at C4.Down
216048_s_at C4.Down
201438_at C4.Down
204472_at C4.Down
217525_at C4.Down
220918_at C4.Down
226612_at C4.Down
211651_s_at C4.Down
204052_s_at C4.Down
200906_s_at C4.Down
222885_at C4.Down
229560_at C4.Down
227235_at C4.Down
212813_at C4.Down
201842_s_at C4.Down
203355_s_at C4.Down
214770_at C4.Down
226311_at C4.Down
223204_at C4.Down
213652_at C4.Down
222895_s_at C4.Down
205798_at C4.Down
212419_at C4.Down
221898_at C4.Down
223595_at C4.Down
201262_s_at C4.Down
228293_at C4.Down
202975_s_at C4.Down
206101_at C4.Down
226065_at C4.Down
204575_s_at C4.Down
1552289_a_at C4.Down
217428_s_at C4.Down
209708_at C4.Down
230836_at C4.Down
203766_s_at C4.Down
227856_at C4.Down
224396_s_at C4.Down
204834_at C4.Down
211643_x_at C4.Down
241262_at C4.Down
1565595_at C5.Up
204894_s_at C4.Down
210664_s_at C4.Down
229613_at C4.Down
211908_x_at C4.Down
206893_at C5.Up
202436_s_at C4.Down
222722_at C4.Down
226824_at C4.Down
228780_at C4.Down
228523_at C5.Up
34210_at C4.Down
227266_s_at C4.Down
209924_at C4.Down
204379_s_at C4.Down
240117_at C5.Up
201124_at C4.Down
221016_s_at C4.Down
211798_x_at C4.Down
225667_s_at C4.Down
210220_at C5.Up
213974_at C4.Down
228750_at C4.Down
214777_at C4.Down
214414_x_at C4.Down
233536_at C5.Up
217996_at C4.Down
203645_s_at C4.Down
217480_x_at C4.Down
216365_x_at C4.Down
213283_s_at C5.Up
229367_s_at C4.Down
236295_s_at C4.Down
211637_x_at C4.Down
215949_x_at C4.Down
205472_s_at C5.Up
212353_at C4.Down
228636_at C4.Down
215214_at C4.Down
216412_x_at C4.Down
231310_at C5.Up
219602_s_at C4.Down
218980_at C4.Down
206337_at C4.Down
213197_at C4.Down
1569940_at C5.Up
205907_s_at C4.Down
201286_at C4.Down
236293_at C4.Down
212827_at C4.Down
228598_at C5.Up
212158_at C4.Down
205433_at C4.Down
205681_at C4.Down
206373_at C4.Down
226549_at C5.Up
242680_at C4.Down
1553995_a_at C4.Down
204563_at C4.Down
227198_at C4.Down
202016_at C5.Up
211776_s_at C4.Down
235740_at C4.Down
219825_at C4.Down
216430_x_at C4.Down
241314_at C5.Up
222108_at C4.Down
211796_s_at C4.Down
32128_at C4.Down
235735_at C4.Down
215028_at C5.Up
227289_at C4.Down
216401_x_at C4.Down
209374_s_at C4.Down
206377_at C4.Down
209757_s_at C5.Up
205471_s_at C4.Down
209506_s_at C4.Down
208025_s_at C4.Down
206224_at C4.Down
210882_s_at C5.Up
218404_at C4.Down
205700_at C4.Down
228592_at C4.Down
210319_x_at C4.Down
209590_at C5.Up
232805_at C4.Down
228109_at C4.Down
214669_x_at C4.Down
204602_at C4.Down
1558170_at C5.Up
210571_s_at C4.Down
227346_at C4.Down
210072_at C4.Down
213791_at C4.Down
201309_x_at C5.Up
228915_at C4.Down
205908_s_at C4.Down
239349_at C4.Down
218332_at C4.Down
201310_s_at C5.Up
240135_x_at C4.Down
205831_at C4.Down
214761_at C4.Down
223565_at C4.Down
217404_s_at C5.Up
226490_at C4.Down
201141_at C4.Down
214836_x_at C4.Down
213707_s_at C4.Down
228780_at C5.Up
227870_at C4.Down
227971_at C4.Down
210164_at C4.Down
228598_at C4.Down
201387_s_at C5.Up
228071_at C4.Down
204006_s_at C4.Down
204655_at C4.Down
237737_at C4.Down
221909_at C5.Up
203381_s_at C4.Down
230391_at C4.Down
214768_x_at C4.Down
229147_at C4.Down
232478_at C5.Up
225387_at C4.Down
209540_at C4.Down
203699_s_at C4.Down
205680_at C4.Down
232034_at C5.Up
213764_s_at C4.Down
228186_s_at C4.Down
234884_x_at C4.Down
213456_at C4.Down
203298_s_at C5.Up
222020_s_at C4.Down
203951_at C4.Down
205267_at C4.Down
213150_at C4.Down
203184_at C5.Up
204359_at C4.Down
1553275_s_at C4.Down
212850_s_at C4.Down
235229_at C4.Down
1563217_at C5.Up
212154_at C4.Down
208937_s_at C4.Down
216557_x_at C4.Down
208168_s_at C4.Down
217498_at C5.Up
223278_at C4.Down
225660_at C4.Down
215379_x_at C4.Down
206859_s_at C4.Down
209591_s_at C5.Up
225688_s_at C4.Down
212588_at C4.Down
204914_s_at C4.Down
230964_at C4.Down
215163_at C5.Up
202435_s_at C4.Down
241365_at C4.Down
209138_x_at C4.Down
205856_at C4.Down
237058_x_at C5.Up
225763_at C4.Down
213435_at C4.Down
214677_x_at C4.Down
229973_at C4.Down
206228_at C5.Up
203485_at C4.Down
204014_at C4.Down
206228_at C4.Down
232203_at C4.Down
219945_at C5.Up
205488_at C4.Down
215049_x_at C4.Down
204273_at C4.Down
219263_at C4.Down
206230_at C5.Up
205428_s_at C4.Down
216207_x_at C4.Down
224795_x_at C4.Down
229400_at C4.Down
227019_at C5.Up
220988_s_at C4.Down
204661_at C4.Down
211881_x_at C4.Down
223642_at C4.Down
203296_s_at C5.Up
219386_s_at C4.Down
217378_x_at C4.Down
221651_x_at C4.Down
206280_at C4.Down
242584_at C5.Up
230372_at C4.Down
211644_x_at C4.Down
204015_s_at C4.Down
229152_at C4.Down
223623_at C5.Up
1552316_a_at C4.Down
204959_at C4.Down
216510_x_at C4.Down
236028_at C4.Down
206089_at C5.Up
219523_s_at C4.Down
209949_at C4.Down
229302_at C4.Down
226690_at C4.Down
236131_at C5.Up
206978_at C4.Down
203184_at C4.Down
221795_at C4.Down
205278_at C4.Down
228988_at C5.Up
213068_at C4.Down
209541_at C4.Down
221671_x_at C4.Down
204260_at C4.Down
214051_at C5.Up
212354_at C4.Down
221210_s_at C4.Down
214916_x_at C4.Down
235874_at C4.Down
228433_at C5.Up
238668_at C4.Down
201149_s_at C4.Down
217281_x_at C4.Down
232286_at C4.Down
229687_s_at C5.Up
204787_at C4.Down
218976_at C4.Down
206715_at C4.Down
242940_x_at C4.Down
229302_at C5.Up
205249_at C4.Down
209685_s_at C4.Down
206326_at C4.Down
203296_s_at C4.Down
236421_at C5.Up
