probeset Group
241198_s_at C3.UP
220269_at C2.Down
227070_at C2.Down
213790_at C2.Down
240161_s_at C3.UP
213436_at C3.UP
1555112_a_at C2.Down
230601_s_at C2.Down
222108_at C2.Down
232327_at C3.UP
215856_at C3.UP
202965_s_at C2.Down
231728_at C2.Down
222938_x_at C2.Down
220173_at C3.UP
237206_at C3.UP
206404_at C2.Down
206070_s_at C2.Down
213920_at C2.Down
239776_at C3.UP
229975_at C3.UP
205347_s_at C2.Down
204589_at C2.Down
219987_at C2.Down
210168_at C3.UP
220308_at C3.UP
229782_at C2.Down
225667_s_at C2.Down
209309_at C2.Down
232166_at C3.UP
204803_s_at C3.UP
239349_at C2.Down
228017_s_at C2.Down
217428_s_at C2.Down
222068_s_at C3.UP
224370_s_at C3.UP
238877_at C2.Down
226930_at C2.Down
223278_at C2.Down
228554_at C3.UP
205579_at C3.UP
217404_s_at C2.Down
232805_at C2.Down
205941_s_at C2.Down
236710_at C3.UP
212560_at C3.UP
1567101_at C2.Down
204712_at C2.Down
219857_at C2.Down
1552594_at C3.UP
230695_s_at C3.UP
225782_at C2.Down
232203_at C2.Down
219087_at C2.Down
205896_at C3.UP
204802_at C3.UP
222325_at C2.Down
1556158_at C2.Down
205229_s_at C2.Down
236085_at C3.UP
219151_s_at C3.UP
241310_at C2.Down
222484_s_at C2.Down
229349_at C2.Down
235956_at C3.UP
213462_at C3.UP
230081_at C3.UP
225996_at C3.UP
210534_s_at C3.UP
1553971_a_at C3.UP
238532_at C3.UP
224763_at C3.UP
209068_at C3.UP
240633_at C3.UP
205906_at C3.UP
206805_at C3.UP
230178_s_at C3.UP
227148_at C3.UP
223178_s_at C3.UP
222764_at C3.UP
213488_at C3.UP
219508_at C3.UP
213745_at C3.UP
216733_s_at C3.UP
214945_at C3.UP
219542_at C3.UP
222829_s_at C3.UP
227971_at C3.UP
240120_at C3.UP
225726_s_at C3.UP
221614_s_at C3.UP
223734_at C3.UP
226185_at C3.UP
225835_at C3.UP
230936_at C3.UP
228195_at C3.UP
237131_at C3.UP
232336_at C3.UP
212427_at C3.UP
229810_at C3.UP
203939_at C3.UP
219331_s_at C3.UP
203323_at C3.UP
40016_g_at C3.UP
205193_at C3.UP
213451_x_at C3.UP
225102_at C3.UP
39548_at C3.UP
225611_at C3.UP
211478_s_at C3.UP
210103_s_at C3.UP
220389_at C3.UP
205406_s_at C3.UP
210230_at C3.UP
219580_s_at C3.UP
224916_at C3.UP
213385_at C3.UP
227306_at C3.UP
36711_at C3.UP
1560679_at C3.UP
225725_at C3.UP
213386_at C3.UP
214774_x_at C3.UP
223721_s_at C3.UP
218437_s_at C3.UP
225619_at C3.UP
204931_at C3.UP
226872_at C3.UP
228400_at C3.UP
219469_at C3.UP
216333_x_at C3.UP
227081_at C3.UP
222943_at C3.UP
204872_at C3.UP
243154_at C3.UP
226419_s_at C3.UP
224458_at C3.UP
203074_at C3.UP
231964_at C3.UP
209921_at C3.UP
206191_at C3.UP
207414_s_at C3.UP
220084_at C3.UP
227775_at C3.UP
239848_at C3.UP
242162_at C3.UP
214079_at C3.UP
1558077_s_at C3.UP
219583_s_at C3.UP
201474_s_at C3.UP
219954_s_at C3.UP
233516_s_at C3.UP
219093_at C3.UP
204697_s_at C3.UP
223535_at C3.UP
225065_x_at C3.UP
213802_at C3.UP
225698_at C3.UP
230109_at C3.UP
213479_at C3.UP
212157_at C3.UP
204301_at C3.UP
239500_at C3.UP
205328_at C3.UP
229544_at C3.UP
227889_at C3.UP
243395_at C3.UP
221933_at C3.UP
209627_s_at C3.UP
239576_at C3.UP
210026_s_at C3.UP
203509_at C3.UP
227134_at C3.UP
1555950_a_at C3.UP
227828_s_at C3.UP
228728_at C3.UP
204577_s_at C3.UP
215108_x_at C3.UP
214175_x_at C3.UP
202599_s_at C3.UP
205668_at C3.UP
230707_at C3.UP
203029_s_at C3.UP
212865_s_at C3.UP
244163_at C3.UP
204359_at C3.UP
236222_at C3.UP
232357_at C3.UP
244655_at C3.UP
230083_at C3.UP
209506_s_at C3.UP
236717_at C3.UP
236909_at C3.UP
205266_at C3.UP
230454_at C3.UP
204085_s_at C3.UP
225728_at C3.UP
228905_at C3.UP
202478_at C3.UP
228109_at C3.UP
217678_at C3.UP
1554140_at C3.UP
204041_at C3.UP
215983_s_at C3.UP
228844_at C3.UP
227805_at C3.UP
228665_at C3.UP
225191_at C3.UP
231319_x_at C3.UP
212909_at C3.UP
224929_at C3.UP
240253_at C3.UP
220184_at C3.UP
205891_at C3.UP
241390_at C3.UP
205459_s_at C3.UP
213425_at C3.UP
230142_s_at C3.UP
237737_at C3.UP
231181_at C3.UP
205997_at C3.UP
200810_s_at C3.UP
203881_s_at C3.UP
226833_at C3.UP
238992_at C3.UP
228469_at C3.UP
230033_at C3.UP
229849_at C3.UP
239066_at C3.UP
207802_at C3.UP
208712_at C3.UP
228750_at C3.UP
236918_s_at C3.UP
229317_at C3.UP
243362_s_at C3.UP
238512_at C3.UP
1563830_a_at C3.UP
1552910_at C3.UP
205016_at C3.UP
229150_at C3.UP
205139_s_at C3.UP
209447_at C3.UP
238721_at C3.UP
235471_at C3.UP
203717_at C3.UP
213519_s_at C3.UP
225220_at C3.UP
227051_at C3.UP
219686_at C3.UP
219338_s_at C3.UP
1552349_a_at C3.UP
211026_s_at C3.UP
211564_s_at C3.UP
207981_s_at C3.UP
227917_at C3.UP
231775_at C3.UP
209529_at C3.UP
219455_at C3.UP
214889_at C3.UP
204542_at C3.UP
1554147_s_at C3.UP
1568603_at C3.UP
205517_at C3.UP
231013_at C3.UP
229529_at C3.UP
232944_at C3.UP
207624_s_at C3.UP
203178_at C3.UP
208760_at C3.UP
1552348_at C3.UP
206483_at C3.UP
204591_at C3.UP
1557689_at C3.UP
238205_at C3.UP
1556764_s_at C3.UP
244534_at C3.UP
240331_at C3.UP
205567_at C3.UP
238049_at C3.UP
212096_s_at C3.UP
210136_at C3.UP
229050_s_at C3.UP
233123_at C3.UP
207797_s_at C3.UP
227210_at C3.UP
228067_at C3.UP
233249_at C3.UP
229757_at C3.UP
220591_s_at C3.UP
229085_at C3.UP
227145_at C3.UP
233950_at C3.UP
225407_at C3.UP
219415_at C3.UP
230903_s_at C3.UP
224553_s_at C3.UP
229151_at C3.UP
204990_s_at C3.UP
212912_at C3.UP
1563963_at C3.UP
202833_s_at C3.UP
229339_at C3.UP
239723_at C3.UP
228528_at C3.UP
223282_at C3.UP
244387_at C3.UP
206076_at C3.UP
1554528_at C3.UP
209114_at C3.UP
203407_at C3.UP
201941_at C3.UP
200811_at C3.UP
205680_at C3.UP
235309_at C3.UP
242086_at C3.UP
216840_s_at C3.UP
227359_at C3.UP
1554919_s_at C3.UP
229222_at C3.UP
218857_s_at C3.UP
204470_at C3.UP
225299_at C3.UP
1557690_x_at C3.UP
243023_at C3.UP
1556364_at C3.UP
226344_at C3.UP
1559333_at C3.UP
213369_at C3.UP
223044_at C3.UP
233139_at C3.UP
229147_at C3.UP
230281_at C3.UP
232696_at C3.UP
226506_at C3.UP
201581_at C3.UP
235044_at C3.UP
230273_at C3.UP
211998_at C3.UP
222348_at C3.UP
228035_at C3.UP
202936_s_at C3.UP
209292_at C3.UP
204011_at C3.UP
203408_s_at C3.UP
225727_at C3.UP
229238_at C3.UP
214235_at C3.UP
201719_s_at C3.UP
228429_x_at C3.UP
211429_s_at C3.UP
209890_at C3.UP
202992_at C3.UP
203585_at C3.UP
206167_s_at C3.UP
227345_at C3.UP
219049_at C3.UP
230076_at C3.UP
236016_at C3.UP
226303_at C3.UP
227202_at C3.UP
218211_s_at C3.UP
239270_at C3.UP
229435_at C3.UP
212586_at C3.UP
232056_at C3.UP
1555719_a_at C3.UP
209470_s_at C3.UP
210612_s_at C3.UP
212828_at C3.UP
203763_at C3.UP
221577_x_at C3.UP
209243_s_at C3.UP
220581_at C3.UP
208920_at C3.UP
212190_at C3.UP
226671_at C3.UP
242579_at C3.UP
203240_at C3.UP
208268_at C3.UP
227188_at C3.UP
230383_x_at C3.UP
229603_at C3.UP
202284_s_at C3.UP
212993_at C3.UP
232235_at C3.UP
236682_at C3.UP
222871_at C3.UP
215506_s_at C3.UP
228946_at C3.UP
236599_at C3.UP
240865_at C3.UP
237020_at C3.UP
206526_at C3.UP
225387_at C3.UP
205990_s_at C3.UP
235746_s_at C3.UP
201925_s_at C3.UP
229590_at C3.UP
205709_s_at C3.UP
236013_at C3.UP
220426_at C3.UP
229459_at C3.UP
225613_at C3.UP
201926_s_at C3.UP
226992_at C3.UP
206693_at C3.UP
222271_at C3.UP
219871_at C3.UP
235977_at C3.UP
1566040_at C3.UP
1559706_at C3.UP
219667_s_at C3.UP
209443_at C3.UP
227562_at C3.UP
218086_at C3.UP
1560049_at C3.UP
1554141_s_at C3.UP
227450_at C3.UP
214890_s_at C3.UP
236917_at C3.UP
1561195_at C3.UP
218963_s_at C3.UP
228504_at C3.UP
229850_at C3.UP
1559277_at C3.UP
226666_at C3.UP
204288_s_at C3.UP
202468_s_at C3.UP
205074_at C3.UP
218764_at C3.UP
221185_s_at C3.UP
220168_at C3.UP
226125_at C3.UP
225564_at C3.UP
209740_s_at C3.UP
220520_s_at C3.UP
219932_at C3.UP
226302_at C3.UP
230258_at C3.UP
229245_at C3.UP
202149_at C3.UP
204401_at C3.UP
204627_s_at C3.UP
226778_at C3.UP
214748_at C3.UP
209894_at C3.UP
243198_at C3.UP
212736_at C3.UP
222291_at C3.UP
236038_at C3.UP
232318_s_at C3.UP
238625_at C3.UP
204526_s_at C3.UP
225283_at C3.UP
231311_at C3.UP
224767_at C3.UP
218976_at C3.UP
242662_at C3.UP
206228_at C3.UP
227850_x_at C3.UP
224724_at C3.UP
235273_at C3.UP
235874_at C3.UP
227605_at C3.UP
243016_at C3.UP
209184_s_at C3.UP
218966_at C3.UP
40284_at C3.UP
219587_at C3.UP
230068_s_at C3.UP
210021_s_at C3.UP
205856_at C3.UP
202761_s_at C3.UP
227725_at C3.UP
235979_at C3.UP
202479_s_at C3.UP
227038_at C3.UP
232994_s_at C3.UP
205844_at C3.UP
233720_at C3.UP
218589_at C3.UP
230763_at C3.UP
206631_at C3.UP
238289_at C3.UP
203409_at C3.UP
1556051_a_at C3.UP
228969_at C3.UP
205580_s_at C3.UP
213993_at C3.UP
205186_at C3.UP
230206_at C3.UP
230263_s_at C3.UP
230152_at C3.UP
204719_at C3.UP
1558662_s_at C3.UP
208161_s_at C3.UP
219833_s_at C3.UP
227209_at C3.UP
244779_at C3.UP
226752_at C3.UP
239665_at C3.UP
215411_s_at C3.UP
209505_at C3.UP
1559921_at C3.UP
213424_at C3.UP
204201_s_at C3.UP
216623_x_at C3.UP
1552269_at C3.UP
228482_at C3.UP
203680_at C3.UP
241457_at C3.UP
204557_s_at C3.UP
226576_at C3.UP
226120_at C3.UP
202950_at C3.UP
230482_at C3.UP
204623_at C3.UP
230300_at C3.UP
228423_at C3.UP
1554547_at C3.UP
203324_s_at C3.UP
227963_at C3.UP
204749_at C3.UP
204822_at C3.Down
218585_s_at C3.Down
218883_s_at C3.Down
201787_at C3.UP
1552767_a_at C3.UP
219454_at C3.Down
205483_s_at C3.Down
201801_s_at C3.Down
223253_at C3.UP
204197_s_at C3.UP
1555758_a_at C3.Down
228401_at C3.Down
204603_at C3.Down
203499_at C3.UP
1566867_at C3.UP
203560_at C3.Down
204972_at C3.Down
203588_s_at C3.Down
208891_at C3.UP
241014_at C3.UP
218782_s_at C3.Down
209773_s_at C3.Down
204641_at C3.Down
229041_s_at C3.UP
217109_at C3.UP
206102_at C3.Down
206772_at C3.Down
226980_at C3.Down
230861_at C3.UP
209792_s_at C3.UP
209642_at C3.Down
226936_at C3.Down
206247_at C3.Down
244548_at C3.UP
211682_x_at C3.UP
202954_at C3.Down
224320_s_at C3.Down
219768_at C3.Down
213904_at C3.UP
226069_at C3.UP
209714_s_at C3.Down
236641_at C3.Down
213523_at C3.Down
1553995_a_at C3.UP
233555_s_at C3.UP
218755_at C3.Down
209709_s_at C3.Down
205034_at C3.Down
227949_at C3.UP
1560813_at C3.UP
222077_s_at C3.Down
205046_at C3.Down
204318_s_at C3.Down
205470_s_at C3.UP
223823_at C3.UP
207828_s_at C3.Down
209891_at C3.Down
227545_at C3.Down
1556601_a_at C3.UP
213994_s_at C3.UP
218542_at C3.Down
219990_at C3.Down
244427_at C3.Down
212531_at C3.UP
230708_at C3.UP
223381_at C3.Down
228323_at C3.Down
214059_at C3.Down
229014_at C3.UP
226225_at C3.UP
202575_at C3.Down
204510_at C3.Down
222678_s_at C3.Down
205515_at C3.UP
238447_at C3.UP
209408_at C3.Down
221922_at C3.Down
204768_s_at C3.Down
201185_at C3.UP
239136_at C3.UP
222740_at C3.Down
215509_s_at C3.Down
204558_at C3.Down
231817_at C3.UP
203131_at C3.UP
204146_at C3.Down
1554271_a_at C3.Down
208103_s_at C3.Down
205116_at C3.UP
238091_at C3.UP
219306_at C3.Down
223530_at C3.Down
235545_at C3.Down
201012_at C3.UP
232878_at C3.UP
202580_x_at C3.Down
214669_x_at C3.Down
225300_at C3.Down
235921_at C3.UP
213317_at C3.UP
228273_at C3.Down
212023_s_at C3.Down
221986_s_at C3.Down
228335_at C3.UP
228315_at C3.UP
218726_at C3.Down
204817_at C3.Down
210334_x_at C3.Down
220302_at C3.UP
203662_s_at C3.UP
225834_at C3.Down
201663_s_at C3.Down
214804_at C3.Down
218717_s_at C3.UP
229623_at C3.UP
218039_at C3.Down
210115_at C3.Down
218073_s_at C3.Down
204556_s_at C3.UP
204570_at C3.UP
208079_s_at C3.Down
201147_s_at C3.Down
213906_at C3.Down
213050_at C3.UP
220110_s_at C3.UP
204444_at C3.Down
229538_s_at C3.Down
229886_at C3.Down
1569648_at C3.UP
213664_at C3.UP
203755_at C3.Down
203153_at C3.Down
201088_at C3.Down
204793_at C3.UP
210064_s_at C3.UP
223307_at C3.Down
203915_at C3.Down
234764_x_at C3.Down
205597_at C3.UP
230030_at C3.UP
223229_at C3.Down
201710_at C3.Down
209695_at C3.Down
239017_at C3.UP
240156_at C3.UP
202095_s_at C3.Down
228069_at C3.Down
206574_s_at C3.Down
201860_s_at C3.UP
202068_s_at C3.UP
204825_at C3.Down
204240_s_at C3.Down
213647_at C3.Down
224997_x_at C3.UP
229201_at C3.UP
211519_s_at C3.Down
219588_s_at C3.Down
211645_x_at C3.Down
220145_at C3.UP
204753_s_at C3.UP
202705_at C3.Down
201559_s_at C3.Down
226086_at C3.Down
238751_at C3.UP
206884_s_at C3.UP
201292_at C3.Down
204203_at C3.Down
219510_at C3.Down
205780_at C3.UP
224646_x_at C3.UP
204533_at C3.Down
202236_s_at C3.Down
230165_at C3.Down
230187_s_at C3.UP
217422_s_at C3.UP
222958_s_at C3.Down
204086_at C3.Down
216576_x_at C3.Down
208622_s_at C3.UP
226402_at C3.UP
203764_at C3.Down
203213_at C3.Down
217378_x_at C3.Down
229105_at C3.UP
204755_x_at C3.UP
203554_x_at C3.Down
238756_at C3.Down
222670_s_at C3.Down
244313_at C3.UP
216012_at C3.UP
204092_s_at C3.Down
234992_x_at C3.Down
201584_s_at C3.Down
204073_s_at C3.UP
215704_at C3.UP
201896_s_at C3.Down
214710_s_at C3.Down
213007_at C3.Down
218858_at C3.UP
1564248_at C3.UP
210559_s_at C3.Down
202338_at C3.Down
211919_s_at C3.Down
242052_at C3.UP
232332_at C3.UP
220651_s_at C3.Down
205393_s_at C3.Down
205943_at C3.Down
202600_s_at C3.UP
203716_s_at C3.UP
219978_s_at C3.Down
209122_at C3.Down
218193_s_at C3.Down
227240_at C3.UP
233223_at C3.UP
232278_s_at C3.Down
221651_x_at C3.Down
204777_s_at C3.Down
210065_s_at C3.UP
233011_at C3.UP
204709_s_at C3.Down
221671_x_at C3.Down
1552368_at C3.Down
238595_at C3.UP
201939_at C3.UP
207746_at C3.Down
219061_s_at C3.Down
200783_s_at C3.Down
218309_at C3.UP
210717_at C3.UP
222039_at C3.Down
227609_at C3.Down
209053_s_at C3.Down
1556331_a_at C3.UP
214240_at C3.UP
218009_s_at C3.Down
201890_at C3.Down
206296_x_at C3.Down
211603_s_at C3.UP
242763_at C3.UP
202870_s_at C3.Down
220295_x_at C3.Down
226661_at C3.Down
234105_at C3.UP
232151_at C3.UP
229097_at C3.Down
218252_at C3.Down
230002_at C3.Down
210117_at C3.UP
219434_at C3.UP
222680_s_at C3.Down
211122_s_at C3.Down
204033_at C3.Down
209270_at C3.UP
238017_at C3.UP
204170_s_at C3.Down
224795_x_at C3.Down
205167_s_at C3.Down
205460_at C3.UP
1564479_a_at C3.UP
201291_s_at C3.Down
219544_at C3.Down
221985_at C3.Down
215388_s_at C3.UP
1553582_a_at C3.UP
206364_at C3.Down
215176_x_at C3.Down
218308_at C3.Down
219619_at C3.UP
209189_at C3.UP
203214_x_at C3.Down
209138_x_at C3.Down
231882_at C3.Down
205366_s_at C3.UP
226210_s_at C3.UP
204162_at C3.Down
205569_at C3.Down
219493_at C3.Down
203510_at C3.UP
209937_at C3.UP
38158_at C3.Down
204023_at C3.Down
211644_x_at C3.Down
1557688_at C3.UP
238909_at C3.UP
213599_at C3.Down
211430_s_at C3.Down
205242_at C3.Down
1554544_a_at C3.UP
217110_s_at C3.UP
206023_at C3.Down
214845_s_at C3.Down
231577_s_at C3.Down
208893_s_at C3.UP
228923_at C3.UP
229490_s_at C3.Down
209969_s_at C3.Down
218454_at C3.Down
236123_at C3.UP
243792_x_at C3.UP
224428_s_at C3.Down
204649_at C3.Down
202270_at C3.Down
212921_at C3.UP
240139_at C3.UP
242881_x_at C3.Down
228281_at C3.Down
217022_s_at C3.Down
1554576_a_at C3.UP
238032_at C3.UP
212020_s_at C3.Down
204415_at C3.Down
209201_x_at C3.Down
227862_at C3.UP
1555989_at C3.UP
224753_at C3.Down
235266_at C3.Down
227212_s_at C3.Down
208892_s_at C3.UP
224209_s_at C3.UP
219148_at C3.Down
213797_at C3.Down
242346_x_at C3.Down
207517_at C3.UP
205157_s_at C3.UP
1554408_a_at C3.Down
223274_at C3.Down
1555778_a_at C3.Down
204519_s_at C3.UP
213849_s_at C3.UP
203046_s_at C3.Down
242546_at C3.Down
210163_at C3.Down
231227_at C3.UP
204895_x_at C3.UP
204026_s_at C3.Down
209198_s_at C3.Down
216207_x_at C3.Down
227703_s_at C3.UP
227361_at C3.UP
202647_s_at C3.Down
206134_at C3.Down
201774_s_at C3.Down
227480_at C3.UP
1554921_a_at C3.UP
203358_s_at C3.Down
215121_x_at C3.Down
209172_s_at C3.Down
204754_at C3.UP
212236_x_at C3.UP
202503_s_at C3.Down
215379_x_at C3.Down
230422_at C3.Down
241421_at C3.UP
219140_s_at C3.UP
212949_at C3.Down
202107_s_at C3.Down
214768_x_at C3.Down
227314_at C3.UP
205432_at C3.UP
205240_at C3.Down
214677_x_at C3.Down
214157_at C3.Down
228086_at C3.UP
210074_at C3.UP
221436_s_at C3.Down
218349_s_at C3.Down
220892_s_at C3.Down
227722_at C3.UP
209457_at C3.UP
201897_s_at C3.Down
201930_at C3.Down
210087_s_at C3.Down
208451_s_at C3.UP
205043_at C3.UP
204994_at C3.Down
57703_at C3.Down
243918_at C3.Down
202587_s_at C3.UP
213998_s_at C3.UP
218663_at C3.Down
228799_at C3.Down
205909_at C3.Down
1562921_at C3.UP
207271_x_at C3.UP
225841_at C3.Down
200887_s_at C3.Down
206316_s_at C3.Down
220196_at C3.UP
229485_x_at C3.UP
221520_s_at C3.Down
204695_at C3.Down
220615_s_at C3.Down
225842_at C3.UP
211381_x_at C3.UP
228186_s_at C3.Down
214836_x_at C3.Down
221591_s_at C3.Down
242652_at C3.UP
219936_s_at C3.UP
212021_s_at C3.Down
242625_at C3.Down
209900_s_at C3.Down
219427_at C3.UP
209774_x_at C3.UP
219787_s_at C3.Down
212592_at C3.Down
216401_x_at C3.Down
232544_at C3.UP
236783_at C3.UP
218115_at C3.Down
218355_at C3.Down
235572_at C3.Down
221605_s_at C3.UP
206307_s_at C3.UP
212022_s_at C3.Down
218559_s_at C3.Down
219403_s_at C3.Down
210033_s_at C3.UP
206115_at C3.UP
219555_s_at C3.Down
220840_s_at C3.Down
221258_s_at C3.Down
211734_s_at C3.UP
204748_at C3.UP
207165_at C3.Down
204439_at C3.Down
243018_at C3.Down
205442_at C3.UP
202768_at C3.UP
218662_s_at C3.Down
202094_at C3.Down
209542_x_at C3.Down
1561280_at C3.UP
225687_at C3.Down
205394_at C3.Down
221881_s_at C3.Down
201148_s_at C3.Down
226804_at C3.UP
210052_s_at C3.Down
203418_at C3.Down
220094_s_at C3.Down
235609_at C3.Down
204989_s_at C3.UP
204962_s_at C3.Down
211762_s_at C3.Down
1555501_s_at C3.Down
244519_at C3.Down
221911_at C3.UP
219918_s_at C3.Down
209464_at C3.Down
227103_s_at C3.Down
215946_x_at C3.Down
1552472_a_at C3.Down
217157_x_at C3.Down
209670_at C3.Down
204450_x_at C3.Down
218002_s_at C3.Down
229551_x_at C3.Down
208119_s_at C3.Down
236224_at C3.Down
215812_s_at C3.Down
204747_at C3.Down
235463_s_at C3.Down
207183_at C3.Down
216853_x_at C3.Down
209363_s_at C3.Down
217073_x_at C3.Down
214560_at C3.Down
221541_at C3.Down
217028_at C3.Down
213193_x_at C3.Down
216542_x_at C3.Down
222608_s_at C3.Down
209540_at C3.Down
230720_at C3.Down
210387_at C3.Down
238964_at C3.Down
213008_at C3.Down
1555274_a_at C3.Down
235276_at C3.Down
215214_at C3.Down
225688_s_at C3.Down
205345_at C3.Down
1554018_at C3.Down
206110_at C3.Down
1555370_a_at C3.Down
218145_at C3.Down
244418_at C3.Down
216560_x_at C3.Down
1559883_s_at C3.Down
225655_at C3.Down
213790_at C3.Down
206025_s_at C3.Down
232035_at C3.Down
234366_x_at C3.Down
207691_x_at C3.Down
241752_at C3.Down
202240_at C3.Down
202779_s_at C3.Down
204224_s_at C3.Down
234884_x_at C3.Down
207536_s_at C3.Down
202269_x_at C3.Down
202869_at C3.Down
204320_at C3.Down
213268_at C3.Down
214472_at C3.Down
212619_at C3.Down
216491_x_at C3.Down
236163_at C3.Down
220941_s_at C3.Down
216365_x_at C3.Down
217480_x_at C3.Down
224839_s_at C3.Down
205549_at C3.Down
208983_s_at C3.Down
211639_x_at C3.Down
205552_s_at C3.Down
216510_x_at C3.Down
240135_x_at C3.Down
226319_s_at C3.Down
225241_at C3.Down
209753_s_at C3.Down
209541_at C3.Down
217281_x_at C3.Down
215446_s_at C3.Down
221978_at C3.Down
201141_at C3.Down
228612_at C3.Down
213666_at C3.Down
226777_at C3.Down
229450_at C3.Down
201422_at C3.Down
203022_at C3.Down
210298_x_at C3.Down
206439_at C3.Down
205572_at C3.Down
229125_at C3.Down
219087_at C3.Down
204118_at C3.Down
209167_at C3.Down
205692_s_at C3.Down
223062_s_at C3.Down
241453_at C3.Down
201309_x_at C3.Down
211796_s_at C3.Down
218404_at C3.Down
202558_s_at C3.Down
221210_s_at C3.Down
238370_x_at C3.Down
206461_x_at C3.Down
209763_at C3.Down
235363_at C3.Down
201287_s_at C3.Down
218943_s_at C3.Down
227566_at C3.Down
219519_s_at C3.Down
1552619_a_at C3.Down
231018_at C3.Down
210133_at C3.Down
226473_at C3.Down
210524_x_at C3.Down
203145_at C3.Down
205350_at C3.Down
204006_s_at C3.Down
224396_s_at C3.Down
227282_at C3.Down
222458_s_at C3.Down
210568_s_at C3.Down
37892_at C3.Down
227618_at C3.Down
34210_at C3.Down
218400_at C3.Down
209197_at C3.Down
226456_at C3.Down
223502_s_at C3.Down
219450_at C3.Down
203967_at C3.Down
214219_x_at C3.Down
204913_s_at C3.Down
1555759_a_at C3.Down
226021_at C3.Down
204914_s_at C3.Down
229610_at C3.Down
1554474_a_at C3.Down
204584_at C3.Down
217502_at C3.Down
214777_at C3.Down
204126_s_at C3.Down
221031_s_at C3.Down
206659_at C3.Down
228293_at C3.Down
237563_s_at C3.Down
204298_s_at C3.Down
228176_at C3.Down
1552519_at C3.Down
215729_s_at C3.Down
215942_s_at C3.Down
211881_x_at C3.Down
238375_at C3.Down
204563_at C3.Down
206150_at C3.Down
217148_x_at C3.Down
217179_x_at C3.Down
235301_at C3.Down
224342_x_at C3.Down
1405_i_at C3.Down
232375_at C3.Down
217546_at C3.Down
227300_at C3.Down
217258_x_at C3.Down
214467_at C3.Down
213844_at C3.Down
208885_at C3.Down
1558750_a_at C3.Down
224027_at C3.Down
211795_s_at C3.Down
211767_at C3.Down
231578_at C3.Down
215779_s_at C3.Down
213629_x_at C3.Down
223565_at C3.Down
217499_x_at C3.Down
237810_at C3.Down
236223_s_at C3.Down
223501_at C3.Down
200832_s_at C3.Down
214339_s_at C3.Down
206026_s_at C3.Down
206513_at C3.Down
211302_s_at C3.Down
221286_s_at C3.Down
201777_s_at C3.Down
233142_at C3.Down
217227_x_at C3.Down
203936_s_at C3.Down
239710_at C3.Down
214038_at C3.Down
222155_s_at C3.Down
209606_at C3.Down
214933_at C3.Down
228245_s_at C3.Down
211798_x_at C3.Down
235425_at C3.Down
213125_at C3.Down
211814_s_at C3.Down
204116_at C3.Down
204844_at C3.Down
226702_at C3.Down
234074_at C3.Down
206371_at C3.Down
210140_at C3.Down
233445_at C3.Down
235177_at C3.Down
202437_s_at C3.Down
211868_x_at C3.Down
205869_at C3.Down
236044_at C3.Down
229865_at C3.Down
235456_at C3.Down
201540_at C3.Down
1555638_a_at C3.Down
201387_s_at C3.Down
218468_s_at C3.Down
205758_at C3.Down
204845_s_at C3.Down
212950_at C3.Down
201853_s_at C3.Down
213248_at C3.Down
209474_s_at C3.Down
205932_s_at C3.Down
1556183_at C3.Down
205660_at C3.Down
223700_at C3.Down
214121_x_at C3.Down
211138_s_at C3.Down
206632_s_at C3.Down
228559_at C3.Down
214916_x_at C3.Down
202435_s_at C3.Down
205402_x_at C3.Down
207039_at C3.Down
201149_s_at C3.Down
213843_x_at C3.Down
225482_at C3.Down
222484_s_at C3.Down
222939_s_at C3.Down
239979_at C3.Down
229947_at C3.Down
213622_at C3.Down
205347_s_at C3.Down
209604_s_at C3.Down
242592_at C3.Down
221220_s_at C3.Down
231202_at C3.Down
218888_s_at C3.Down
202016_at C3.Down
214453_s_at C3.Down
228481_at C3.Down
211635_x_at C3.Down
238581_at C3.Down
211456_x_at C3.Down
239010_at C3.Down
216984_x_at C3.Down
232195_at C3.Down
210036_s_at C3.Down
205123_s_at C3.Down
231855_at C3.Down
229067_at C3.Down
201539_s_at C3.Down
228367_at C3.Down
204661_at C3.Down
228468_at C3.Down
228729_at C3.Down
209629_s_at C3.Down
211633_x_at C3.Down
242912_at C3.Down
238075_at C3.Down
211650_x_at C3.Down
204326_x_at C3.Down
205991_s_at C3.Down
1556069_s_at C3.Down
204983_s_at C3.Down
232398_at C3.Down
202952_s_at C3.Down
208581_x_at C3.Down
209613_s_at C3.Down
211527_x_at C3.Down
202086_at C3.Down
236534_at C3.Down
227807_at C3.Down
205691_at C3.Down
240247_at C3.Down
212365_at C3.Down
205700_at C3.Down
228607_at C3.Down
37512_at C3.Down
203381_s_at C3.Down
212977_at C3.Down
230036_at C3.Down
229778_at C3.Down
237395_at C3.Down
228116_at C3.Down
218217_at C3.Down
205831_at C3.Down
222895_s_at C3.Down
213502_x_at C3.Down
241314_at C3.Down
1555826_at C3.Down
209671_x_at C3.Down
216615_s_at C3.Down
239006_at C3.Down
219211_at C3.Down
1558139_at C3.Down
205358_at C3.Down
203632_s_at C3.Down
209687_at C3.Down
211577_s_at C3.Down
242283_at C3.Down
233932_at C3.Down
212344_at C3.Down
235643_at C3.Down
227702_at C3.Down
226603_at C3.Down
209170_s_at C3.Down
222774_s_at C3.Down
202411_at C3.Down
229479_at C3.Down
220167_s_at C3.Down
205053_at C3.Down
