Probe.ID Entrez.ID
226344_at 84460
1559333_at ---
213369_at 92211
223044_at 30061
233139_at 54715
229147_at ---
230281_at 123775
232696_at 648556
226506_at 79875
201581_at 56255
235044_at 116159
230273_at 154313
211998_at 3021
222348_at ---
228035_at 65975
202936_s_at 6662
209292_at 3400
204011_at 10253
203408_s_at 6304
225727_at 57475
229238_at 400566
214235_at 1577
201719_s_at 2037
228429_x_at 64147
211429_s_at 5265
209890_at 10098
202992_at 730
203585_at 7739
206167_s_at 395
227345_at 8793
219049_at 55790
230076_at ---
236016_at ---
226303_at 5239
227202_at 1272
218211_s_at 79083
239270_at 345557
229435_at 169792
212586_at 831
232056_at 8796
1555719_a_at 89876
209470_s_at 2823
210612_s_at 8871
212828_at 8871
203763_at 51626
221577_x_at 9518
209243_s_at 5178
220581_at 80129
208920_at 6717
212190_at 5270
226671_at ---
242579_at ---
203240_at 8857
208268_at 10863
227188_at 59271
230383_x_at ---
229603_at 166379
202284_s_at 1026
212993_at ---
232235_at 92126
236682_at ---
222871_at 55220
215506_s_at 9077
228946_at 27152
236599_at 5270
240865_at ---
237020_at 257062
206526_at 26150
225387_at 10098
205990_s_at 7474
235746_s_at 22925
201925_s_at 1604
229590_at 6137
205709_s_at 1040
236013_at 777
220426_at 79025
229459_at 25817
225613_at 23227
201926_s_at 1604
226992_at 115677
206693_at 3574
222271_at ---
219871_at 79667
235977_at 164832
1566040_at 653316
1559706_at 64283
219667_s_at 55024
209443_at 5104
227562_at ---
218086_at 56654
1560049_at 10659
1554141_s_at 79819
227450_at 121506
214890_s_at 25854
236917_at 151827
1561195_at 7107
218963_s_at 25984
228504_at ---
229850_at ---
1559277_at 285736
226666_at 64582
204288_s_at 8470
202468_s_at 8727
205074_at 6584
218764_at 5583
221185_s_at 84223
220168_at 55259
226125_at 6550
225564_at 221178
209740_s_at 8228
220520_s_at 54830
219932_at 28965
226302_at ---
230258_at 169792
229245_at 22874
202149_at 4739
204401_at 3783
204627_s_at 3690
226778_at 157695
214748_at 88523
209894_at 3953
243198_at 374618
212736_at 89927
222291_at ---
236038_at ---
232318_s_at 121838
238625_at 199920
204526_s_at 11138
225283_at 91947
231311_at ---
224767_at 6167
218976_at 56521
242662_at 5046
206228_at 5076
227850_x_at 148170
224724_at 55959
235273_at 161582
235874_at 167681
227605_at ---
243016_at 7298
209184_s_at 8660
218966_at 55930
40284_at 3170
219587_at 54970
230068_s_at 5178
210021_s_at 10309
205856_at 6563
202761_s_at 23224
227725_at 55808
235979_at 730
202479_s_at 28951
227038_at 166929
232994_s_at 64283
205844_at 8876
233720_at 8470
218589_at 10161
230763_at 128153
206631_at 5732
238289_at ---
203409_at 1643
1556051_a_at 636
228969_at 10551
205580_s_at 3269
213993_at 10418
205186_at 7802
230206_at 80005
230263_s_at 80005
230152_at 55779
204719_at 10351
1558662_s_at 55024
208161_s_at 8714
219833_s_at 114327
227209_at 1272
244779_at ---
226752_at 345757
239665_at 441179
215411_s_at 10758
209505_at 7025
1559921_at 5175
213424_at 23366
204201_s_at 5783
216623_x_at 27324
1552269_at 128153
228482_at 284040
203680_at 5577
241457_at 23194
204557_s_at 22873
226576_at 23092
226120_at 123016
202950_at 1429
230482_at 81849
204623_at 7033
230300_at ---
228423_at 79884
1554547_at 220965
203324_s_at 858
227963_at 125144
204749_at 4675
204822_at 7272
218585_s_at 51514
218883_s_at 79682
201787_at 2192
1552767_a_at 90161
219454_at 25975
205483_s_at 9636
201801_s_at 2030
223253_at 54749
204197_s_at 864
1555758_a_at 1033
228401_at 29028
204603_at 9156
203499_at 1969
1566867_at 54715
203560_at 8836
204972_at 4939
203588_s_at 7029
208891_at 1848
241014_at 339400
218782_s_at 29028
209773_s_at 6241
204641_at 4751
229041_s_at 3689
217109_at 4585
206102_at 9837
206772_at 5746
226980_at 55789
230861_at 26082
209792_s_at 5655
209642_at 699
226936_at 387103
206247_at 4277
244548_at 23092
211682_x_at 54490
202954_at 11065
224320_s_at 84515
219768_at 79679
213904_at ---
226069_at 144165
209714_s_at 1033
236641_at 9928
213523_at 898
1553995_a_at 4907
233555_s_at 55959
218755_at 10112
209709_s_at 3161
205034_at 9134
227949_at 116154
1560813_at 23194
222077_s_at 29127
205046_at 1062
204318_s_at 51512
205470_s_at 11012
223823_at 10242
207828_s_at 1063
209891_at 57405
227545_at ---
1556601_a_at 221178
213994_s_at 10418
218542_at 55165
219990_at 79733
244427_at 9493
212531_at 3934
230708_at 144165
223381_at 83540
228323_at 57082
214059_at 10561
229014_at 441094
226225_at 4163
202575_at 1382
204510_at 8317
222678_s_at 54165
205515_at 8492
238447_at 27303
209408_at 11004
221922_at 29899
204768_s_at 2237
201185_at 5654
239136_at 219699
222740_at 29028
215509_s_at 699
204558_at 8438
231817_at 54532
203131_at 5156
204146_at 10635
1554271_a_at 91687
208103_s_at 81611
205116_at 3908
238091_at 9501
219306_at 56992
223530_at 11022
235545_at ---
201012_at 301
232878_at 644192
202580_x_at 2305
214669_x_at 3514
225300_at 90417
235921_at ---
213317_at 53405
228273_at ---
212023_s_at 4288
221986_s_at 54800
228335_at 5010
228315_at ---
218726_at 55355
204817_at 9700
210334_x_at 332
220302_at 4117
203662_s_at 7111
225834_at 652689
201663_s_at 10051
214804_at ---
218717_s_at 55214
229623_at 441027
218039_at 51203
210115_at 116832
218073_s_at 55706
204556_s_at 22873
204570_at 1346
208079_s_at 6790
201147_s_at 7078
213906_at 4603
213050_at 23242
220110_s_at 56000
204444_at 3832
229538_s_at 128239
229886_at 375444
1569648_at 168002
213664_at 6505
203755_at 701
203153_at 3434
201088_at 3838
204793_at 9737
210064_s_at 7348
223307_at 83461
203915_at 4283
234764_x_at 3535
205597_at 80736
230030_at 90161
223229_at 29089
201710_at 4605
209695_at 11156
239017_at 389634
240156_at 5990
202095_s_at 332
228069_at 113115
206574_s_at 11156
201860_s_at 5327
202068_s_at 3949
204825_at 9833
204240_s_at 10592
213647_at 1763
224997_x_at 283120
229201_at ---
211519_s_at 11004
219588_s_at 54892
211645_x_at ---
220145_at 79884
204753_s_at 3131
202705_at 9133
201559_s_at 25932
226086_at 57586
238751_at 8470
206884_s_at 8796
201292_at 7153
204203_at 1054
219510_at 10721
205780_at 638
224646_x_at 283120
204533_at 3627
202236_s_at 6566
230165_at 151246
230187_s_at ---
217422_s_at 4099
222958_s_at 55635
204086_at 23532
216576_x_at ---
208622_s_at 7430
226402_at 113612
203764_at 9787
203213_at 983
217378_x_at 391427
229105_at 2863
204755_x_at 3131
203554_x_at 9232
238756_at 283431
222670_s_at 9935
244313_at 1378
216012_at ---
204092_s_at 6790
234992_x_at 1894
201584_s_at 10212
204073_s_at 745
215704_at 2312
201896_s_at 84722
214710_s_at 891
213007_at 55215
218858_at 64798
1564248_at 7430
210559_s_at 983
202338_at 7083
211919_s_at 7852
242052_at 636
232332_at 57481
220651_s_at 55388
205393_s_at 1111
205943_at 6999
202600_s_at 8204
203716_s_at 1803
219978_s_at 51203
209122_at 123
218193_s_at 51026
227240_at 25791
233223_at 4739
232278_s_at 55635
221651_x_at 28299
204777_s_at 4118
210065_s_at 7348
233011_at 301
204709_s_at 9493
221671_x_at 28299
1552368_at 140690
238595_at ---
201939_at 10769
207746_at 10721
219061_s_at 8270
200783_s_at 3925
218309_at 55450
210717_at ---
222039_at 146909
227609_at 94240
209053_s_at 7468
1556331_a_at 5144
214240_at 51083
218009_s_at 9055
201890_at 6241
206296_x_at 11184
211603_s_at 2118
242763_at 93035
202870_s_at 991
220295_x_at 55635
226661_at 157313
234105_at 644192
232151_at ---
229097_at 81624
218252_at 26586
230002_at 23155
210117_at 6674
219434_at 54210
222680_s_at 51514
211122_s_at 6373
204033_at 9319
209270_at 3914
238017_at 195814
204170_s_at 1164
224795_x_at 28299
205167_s_at 995
205460_at 4862
1564479_a_at 642419
201291_s_at 7153
219544_at 79866
221985_at 54800
215388_s_at 3075
1553582_a_at 10407
206364_at 9928
215176_x_at 651629
218308_at 10460
219619_at 54769
209189_at 2353
203214_x_at 983
209138_x_at 3535
231882_at 440157
205366_s_at 3216
226210_s_at 55384
204162_at 10403
205569_at 27074
219493_at 79801
203510_at 4233
209937_at 7104
38158_at 9700
204023_at 5984
211644_x_at 3514
1557688_at 23092
238909_at 6281
213599_at 11339
211430_s_at 3492
205242_at 10563
1554544_a_at 4155
217110_s_at 4585
206023_at 10874
214845_s_at 813
231577_s_at 2633
208893_s_at 1848
228923_at 6277
229490_s_at ---
209969_s_at 6772
218454_at 79887
236123_at 54879
243792_x_at 5783
224428_s_at 83879
204649_at 10024
202270_at 2633
212921_at 56950
240139_at 7322
242881_x_at ---
228281_at 220042
217022_s_at 3493
1554576_a_at 2118
238032_at 9249
212020_s_at 4288
204415_at 2537
209201_x_at 7852
227862_at 388610
1555989_at 64582
224753_at 113130
235266_at 29028
227212_s_at 26147
208892_s_at 1848
224209_s_at 9615
219148_at 55872
213797_at 91543
242346_x_at ---
207517_at 3918
205157_s_at 3872
1554408_a_at 7083
223274_at ---
1555778_a_at 10631
204519_s_at 51090
213849_s_at 5521
203046_s_at 8914
242546_at 440157
210163_at 6373
231227_at ---
204895_x_at 4585
204026_s_at 11130
209198_s_at 23208
216207_x_at 28902
227703_s_at 94121
227361_at ---
202647_s_at 4893
206134_at 27299
201774_s_at 9918
227480_at 56241
1554921_a_at 8796
203358_s_at 2146
215121_x_at 28786
209172_s_at 1063
204754_at 3131
212236_x_at 3872
202503_s_at 9768
215379_x_at 28793
230422_at 2359
241421_at ---
219140_s_at 5950
212949_at 23397
202107_s_at 4171
214768_x_at ---
227314_at ---
205432_at 5016
205240_at 29899
214677_x_at 28786
214157_at 2778
228086_at 65975
210074_at 1515
221436_s_at 83461
218349_s_at 55055
220892_s_at 29968
227722_at 6228
209457_at 1847
201897_s_at 1163
201930_at 4175
210087_s_at 9019
208451_s_at 720
205043_at 1080
204994_at 4600
57703_at 205564
243918_at 647263
202587_s_at 203
213998_s_at 10521
218663_at 64151
228799_at 80723
205909_at 5427
1562921_at 646927
207271_x_at 10407
225841_at 113802
200887_s_at 6772
206316_s_at 9735
220196_at 94025
229485_x_at 152573
221520_s_at 55143
204695_at 993
220615_s_at 55711
225842_at 22822
211381_x_at 10407
228186_s_at 84870
214836_x_at 28299
221591_s_at 54478
242652_at 2037
219936_s_at 53836
212021_s_at 4288
242625_at 91543
209900_s_at 6566
219427_at 79633
209774_x_at 2920
219787_s_at 1894
212592_at 3512
216401_x_at 652745
232544_at 255130
236783_at 80333
218115_at 55723
218355_at 24137
235572_at 147841
221605_s_at 51268
206307_s_at 2297
212022_s_at 4288
218559_s_at 9935
219403_s_at 10855
210033_s_at 9576
206115_at 1960
219555_s_at 55839
220840_s_at 55732
221258_s_at 81930
211734_s_at 2205
204748_at 5743
207165_at 3161
204439_at 10964
243018_at ---
205442_at 9848
202768_at 2354
218662_s_at 64151
202094_at 332
209542_x_at 3479
1561280_at 284576
225687_at 81610
205394_at 1111
221881_s_at 25932
201148_s_at 7078
226804_at 54757
210052_s_at 22974
203418_at 890
220094_s_at 63933
235609_at ---
204989_s_at 3691
204962_s_at 1058
211762_s_at 3838
1555501_s_at 51319
244519_at 171023
221911_at 2115
219918_s_at 259266
209464_at 9212
227103_s_at 84291
215946_x_at 91353
1552472_a_at 23527
217157_x_at ---
209670_at 28755
204450_x_at 335
218002_s_at 9547
229551_x_at 195828
208119_s_at 81931
236224_at 6016
215812_s_at 386757
204747_at 3437
235463_s_at 253782
207183_at 2842
216853_x_at 3535
209363_s_at 9412
217073_x_at 335
214560_at 2359
221541_at 83716
217028_at 7852
213193_x_at 28568
216542_x_at 3493
222608_s_at 54443
209540_at 3479
230720_at 221687
210387_at 8339
238964_at ---
213008_at 55215
1555274_a_at 85465
235276_at ---
215214_at 3535
225688_s_at 90102
205345_at 580
1554018_at 10457
206110_at 8357
1555370_a_at 23261
218145_at 57761
244418_at 10313
216560_x_at 3537
1559883_s_at 25939
225655_at 29128
213790_at ---
206025_s_at 7130
232035_at 8365
234366_x_at 3535
207691_x_at 953
241752_at 6546
202240_at 5347
202779_s_at 27338
204224_s_at 2643
234884_x_at ---
207536_s_at 3604
202269_x_at 2633
202869_at 4938
204320_at 1301
213268_at 23261
214472_at 8351
212619_at 23306
216491_x_at 3507
236163_at 167410
220941_s_at 54149
216365_x_at 3538
217480_x_at 339562
224839_s_at 84706
205549_at 5121
208983_s_at 5175
211639_x_at ---
205552_s_at 4938
216510_x_at 3493
240135_x_at 7078
226319_s_at 10189
225241_at 151887
209753_s_at 7112
209541_at 3479
217281_x_at ---
215446_s_at 4015
221978_at 3134
201141_at 10457
228612_at ---
213666_at 23157
226777_at ---
229450_at ---
201422_at 10437
203022_at 10535
210298_x_at 2273
206439_at 1833
205572_at 285
229125_at 163782
219087_at 54829
204118_at 962
209167_at 2824
205692_s_at 952
223062_s_at 29968
241453_at 5747
201309_x_at 9315
211796_s_at 28566
218404_at 29887
202558_s_at 6782
221210_s_at 80896
238370_x_at 2122
206461_x_at 4496
209763_at 91851
235363_at ---
201287_s_at 6382
218943_s_at 23586
227566_at 50863
219519_s_at 6614
1552619_a_at 54443
231018_at 342979
210133_at 6356
226473_at 84733
210524_x_at ---
203145_at 10615
205350_at 1381
204006_s_at 2214
224396_s_at 54829
227282_at 57526
222458_s_at 79647
210568_s_at 5965
37892_at 1301
227618_at 392490
34210_at 1043
218400_at 4940
209197_at 23208
226456_at 116028
223502_s_at 10673
219450_at 55286
203967_at 990
214219_x_at 11184
204913_s_at 6664
1555759_a_at 6352
226021_at 157506
204914_s_at 6664
229610_at 150468
1554474_a_at 26002
204584_at 3897
217502_at 3433
214777_at ---
204126_s_at 8318
221031_s_at 81575
206659_at 80092
228293_at 91614
237563_s_at 440731
204298_s_at 4015
228176_at 1903
1552519_at 130399
215729_s_at 51442
215942_s_at 51512
211881_x_at 28831
238375_at 2122
204563_at 6402
206150_at 939
217148_x_at 28815
217179_x_at 96610
235301_at 222223
224342_x_at 96610
1405_i_at 6352
232375_at 6772
217546_at 4499
227300_at 338773
217258_x_at ---
214467_at 8477
213844_at 3202
208885_at 3936
1558750_a_at ---
224027_at 56477
211795_s_at 2533
211767_at 84296
231578_at 2633
215779_s_at 8339
213629_x_at 4494
223565_at 51237
217499_x_at 26636
237810_at 9074
236223_s_at 6016
223501_at ---
200832_s_at 6319
214339_s_at 11184
206026_s_at 7130
206513_at 9447
211302_s_at 5142
221286_s_at 51237
201777_s_at 9813
233142_at ---
217227_x_at ---
203936_s_at 4318
239710_at ---
214038_at 6355
222155_s_at 79581
209606_at 9595
214933_at 773
228245_s_at 144203
211798_x_at 28831
235425_at 151246
213125_at 25903
211814_s_at 9134
204116_at 3561
204844_at 2028
226702_at 129607
234074_at 55137
206371_at 2352
210140_at 8530
233445_at 699
235177_at 151194
202437_s_at 1545
211868_x_at 3493
205869_at 5644
236044_at 196051
229865_at 64778
235456_at ---
201540_at 2273
1555638_a_at 64092
201387_s_at 7345
218468_s_at 26585
205758_at 925
204845_s_at 2028
212950_at 221395
201853_s_at 994
213248_at 221362
209474_s_at 953
205932_s_at 4487
1556183_at 645784
205660_at 8638
223700_at 84057
214121_x_at 9260
211138_s_at 8564
206632_s_at 9582
228559_at 55839
214916_x_at 3492
202435_s_at 1545
205402_x_at 5645
207039_at 1029
201149_s_at 7078
213843_x_at 6535
225482_at 547
222484_s_at 9547
222939_s_at 117247
239979_at 94240
229947_at 51050
213622_at 1298
205347_s_at 11013
209604_s_at 2625
242592_at 283554
221220_s_at 55681
231202_at 160428
218888_s_at 81831
202016_at 4232
214453_s_at 10561
228481_at 10631
211635_x_at 28461
238581_at 115362
211456_x_at 650610
239010_at 440157
216984_x_at 3535
232195_at 57512
210036_s_at 3757
205123_s_at 8577
231855_at 57650
229067_at 653464
201539_s_at 2273
228367_at 115701
204661_at 1043
228468_at 84930
228729_at 891
209629_s_at 55916
211633_x_at 3500
242912_at ---
238075_at 1111
211650_x_at ---
204326_x_at 4501
205991_s_at 5396
1556069_s_at 64344
204983_s_at 2239
232398_at 284992
202952_s_at 8038
208581_x_at 4501
209613_s_at 125
211527_x_at 7422
202086_at 4599
236534_at 149428
227807_at 83666
205691_at 9143
240247_at 89839
212365_at 4430
205700_at 8630
228607_at 4939
37512_at 8630
203381_s_at 348
212977_at 57007
230036_at 219285
229778_at 80763
237395_at 199974
228116_at ---
218217_at 59342
205831_at 914
222895_s_at 64919
213502_x_at 91316
241314_at ---
1555826_at 332
209671_x_at 28755
216615_s_at 3359
239006_at 115111
219211_at 11274
1558139_at 642477
205358_at 2891
203632_s_at 51704
209687_at 6387
211577_s_at 3479
242283_at 200095
233932_at ---
212344_at 23213
235643_at 219285
227702_at 260293
226603_at 219285
209170_s_at 2824
222774_s_at 81831
202411_at 3429
229479_at 646324
220167_s_at 24150
205053_at 5557
214701_s_at 2335
207238_s_at 5788
210299_s_at 2273
210809_s_at 10631
216044_x_at 388650
211640_x_at 28461
1567912_s_at 158852
222759_at 51111
211634_x_at 3507
1557918_s_at 6566
209324_s_at 6004
239108_at 55711
222838_at 57823
226909_at 85460
227019_at 400793
206666_at 3003
219159_s_at 57823
201397_at 26227
211643_x_at 651961
204915_s_at 6664
215029_at ---
210785_s_at 9473
225100_at 200933
214973_x_at 3495
231766_s_at 1303
233690_at 861
205798_at 3575
204128_s_at 5983
213226_at 890
216557_x_at 3493
230372_at ---
232805_at 1301
226474_at 84166
213338_at 25907
227285_at 148523
201720_s_at 7805
216336_x_at 4499
202234_s_at 6566
221522_at 84079
217235_x_at ---
204437_s_at 2348
209365_s_at 1893
215006_at 2146
208180_s_at 8365
205485_at 6261
223121_s_at 6423
227458_at ---
223452_s_at 25923
201150_s_at 7078
229168_at 91522
229554_at ---
241473_at 23213
209052_s_at 7468
221521_s_at 51659
201286_at 6382
1563473_at 26051
209612_s_at 125
206082_at ---
233398_at ---
200628_s_at 7453
217165_x_at 4494
227266_s_at 2533
203589_s_at 7029
229128_s_at ---
222956_at 55137
235700_at 158852
215949_x_at 3507
203276_at 4001
235518_at 6546
213689_x_at 6125
224240_s_at 56477
203471_s_at 5341
211637_x_at 90925
209955_s_at 2191
204745_x_at 4495
214058_at 4610
235296_at 56648
224609_at 57153
214505_s_at 2273
214702_at 2335
242828_at 55137
206641_at 608
209374_s_at 3507
209325_s_at 6004
210797_s_at 8638
224521_s_at 84318
228658_at 150271
222848_at 64105
227935_s_at 84333
219863_at 51191
206488_s_at 948
242918_at 4678
205542_at 26872
204416_x_at 341
203238_s_at 4854
211641_x_at ---
201820_at 3852
203417_at 4237
205185_at 11005
227249_at 54820
1562169_at ---
228523_at 340719
207426_s_at 7292
210854_x_at 6535
210915_x_at 28568
209555_s_at 948
243495_s_at ---
213996_at 29799
226875_at 139818
209708_at 26002
229271_x_at ---
231240_at 1734
210513_s_at 7422
217208_s_at 1739
202436_s_at 1545
209754_s_at 7112
211126_s_at 1466
218350_s_at 51053
223423_at 26996
217893_s_at 79647
211902_x_at 6955
213416_at 3676
210972_x_at 28517
203666_at 6387
229625_at 115362
208962_s_at 3992
210220_at 2535
206715_at 22797
219551_at 55840
204897_at 5734
211908_x_at ---
204279_at 5698
218469_at 26585
203382_s_at 348
235117_at 494143
205306_x_at 8564
214469_at 3012
230865_at 167410
203559_s_at 26
236180_at 6515
204940_at 5350
213707_s_at 1749
209168_at 2824
219386_s_at 56833
210135_s_at 6474
210546_x_at 1485
244174_at ---
210895_s_at 942
223122_s_at 6423
206280_at 1016
204273_at 1910
203757_s_at 4680
220332_at 10686
210004_at 4973
211343_s_at 1305
227140_at ---
226676_at 25925
207030_s_at 1466
229560_at 51311
229477_at 7069
211696_x_at 3043
209466_x_at 5764
1557215_at ---
230391_at ---
241262_at ---
1558411_at 93556
203819_s_at 10643
226311_at ---
235681_at ---
209283_at 1410
211748_x_at 5730
223597_at 55600
210152_at 11006
229638_at 79191
227061_at ---
210602_s_at 1004
203295_s_at 477
209685_s_at 5579
213888_s_at 80342
234034_at 27345
235795_at 5080
209866_s_at 23284
204465_s_at 9118
214051_at 286527
219310_at 79953
235229_at ---
1564359_a_at 339260
203980_at 2167
225710_at ---
213568_at 116039
241672_at 400120
205625_s_at 793
236293_at 399
1555756_a_at 64581
206373_at 7545
213147_at 3206
204529_s_at 9760
205433_at 590
211339_s_at 3702
228262_at 256714
228017_s_at 128414
1554524_a_at 118427
235629_at 2335
210511_s_at 3624
204424_s_at 55885
204463_s_at 1909
232629_at 60675
39966_at 10675
210233_at 3556
214023_x_at 347733
1557155_a_at 7545
213920_at 23316
218870_at 55843
204894_s_at 8639
228598_at 57628
212713_at 4239
205626_s_at 793
227230_s_at 57482
210072_at 6363
1557080_s_at 9358
214587_at 1295
215646_s_at 1462
220918_at 80215
202363_at 6695
207651_at 29909
214927_at 9358
209942_x_at 4102
219655_at 79783
219825_at 56603
228071_at 168537
232914_s_at 54843
202965_s_at 827
237625_s_at ---
233498_at 2066
204773_at 3590
204393_s_at 55
226677_at 25925
212730_at 23336
216849_at ---
213325_at 25945
203296_s_at 477
205041_s_at 5004
205206_at 3730
1554918_a_at 10257
237058_x_at 6540
239443_at 56130
214612_x_at 4105
213169_at ---
232523_at 84466
225242_s_at 151887
204580_at 4321
233969_at 3535
206366_x_at 6846
238320_at 283131
209905_at 3205
224941_at 5069
203535_at 6280
235350_at 55286
227467_at 157506
227952_at 152687
223822_at 55061
1555745_a_at 4069
222242_s_at 25818
205713_s_at 1311
235521_at 3200
236198_at ---
203697_at 2487
209220_at 2719
231738_at 56129
204614_at 5055
229622_at 151176
217320_at 652159
219773_at 50507
207109_at 25833
226997_at ---
204271_s_at 1910
206825_at 5021
219243_at 55303
220393_at 51557
204475_at 4312
208155_x_at 2576
236773_at ---
1554195_a_at 389336
236295_s_at 197358
221942_s_at 2982
239503_at ---
205825_at 5122
231879_at 1303
206133_at 54739
239537_at 8128
229357_at 11096
204035_at 7857
230867_at 131873
216412_x_at ---
205969_at 13
219935_at 11096
213943_at 7291
216470_x_at 154754
233320_at 146771
215077_at ---
235368_at 11096
238022_at 643911
220330_s_at 64092
204774_at 2123
240117_at 84467
211425_x_at 548313
211549_s_at 3248
205352_at 5274
236280_at ---
206172_at 3598
207910_at 10648
205817_at 6495
212657_s_at 3557
226218_at ---
205907_s_at 4958
237351_at 284825
202917_s_at 6279
202219_at 6535
210096_at 1580
219737_s_at 5101
211663_x_at 5730
203820_s_at 10643
202729_s_at 4052
226695_at 5396
231341_at 340146
207086_x_at 2574
211737_x_at 5764
203813_s_at 6586
227711_at 121355
203698_s_at 2487
204589_at 9891
40665_at 2328
212354_at 23213
205568_at 366
206201_s_at 4223
210394_x_at 548313
209125_at 140446
203922_s_at 1536
216430_x_at 3535
218807_at 10451
210437_at 4108
203184_at 2201
215049_x_at 9332
215813_s_at 5742
219702_at 10761
211642_at 652161
242276_at 56651
205890_s_at 10537
209644_x_at 1029
205908_s_at 4958
238877_at ---
225681_at 115908
233109_at 1303
202953_at 713
230360_at 342035
227735_s_at 387695
233092_s_at 26080
208212_s_at 238
202508_s_at 6616
204939_s_at 5350
206376_at 55117
229290_at 92196
228766_at ---
206710_s_at 23136
225496_s_at 54843
227238_at 143662
242468_at 613266
214511_x_at 2209
205646_s_at 5080
207739_s_at 2543
218959_at 3226
210467_x_at 4111
223839_s_at ---
204472_at 2669
223821_s_at 55061
225667_s_at ---
228780_at ---
214651_s_at 3205
1559861_at 8789
209990_s_at 9568
1559459_at 613266
206561_s_at 57016
203708_at 5142
205122_at 8577
205330_at 4330
213830_at 6955
223977_s_at 56651
204655_at 6352
213909_at 131578
205342_s_at 6819
211726_s_at 2327
244384_at 29842
206633_at 1134
212353_at 23213
225987_at 79689
207663_x_at 2575
206140_at 9355
216541_x_at 28461
241694_at 5314
236538_at 2891
232458_at 1281
222932_at 26298
229349_at 389421
238750_at ---
228038_at 6657
211571_s_at 1462
239370_at ---
205373_at 1496
241224_x_at 84677
212827_at 3507
41469_at 5266
224189_x_at 26298
205619_s_at 4222
205488_at 3001
211470_s_at 6819
225664_at 1303
210096_at 1580
243864_at 151887
210239_at 10265
205269_at 3937
216191_s_at 6955
215729_s_at 51442
216829_at ---
205959_at 4322
207307_at 3358
215733_x_at 30848
219850_s_at 26298
210164_at 3002
1561938_at ---
215149_at ---
204464_s_at 1909
1564906_at 9782
235476_at 286827
229390_at 441168
206460_at 55966
206001_at 4852
205487_s_at 51442
220179_at 64180
1569040_s_at 645784
226612_at 134111
216370_s_at 8277
203757_s_at 4680
237510_at ---
223642_at 7546
209591_s_at 655
227736_at 387695
213240_s_at 3851
228906_at 80312
235735_at 944
206326_at 2922
1556167_at 339766
233887_at 57211
213150_at 3206
229183_at 284252
223395_at 25890
205725_at 7356
211657_at 4680
213068_at 1805
224221_s_at 10451
201744_s_at 4060
205523_at 1404
227194_at 54097
203645_s_at 9332
207175_at 9370
214254_at 4103
209904_at 7134
1555173_at 415117
229391_s_at 441168
227194_at 54097
214183_s_at 8277
205916_at 6278
203571_s_at 10974
210652_s_at 22996
242481_at ---
202888_s_at 290
211668_s_at 5328
226960_at 284340
44783_s_at 23462
226960_at 284340
209116_x_at 3043
231982_at 284422
227702_at 260293
238727_at 440934
226757_at 3433
218625_at 51299
219987_at 79584
209309_at 563
207957_s_at 5579
238815_at 347730
217232_x_at 3043
243173_at 164633
205295_at 1160
229476_s_at 7069
206432_at 3037
217143_s_at 6955
238481_at 4256
213094_at 57211
214567_s_at 6375
228407_at 222663
202627_s_at 5054
1563649_at ---
214070_s_at 23120
1554240_a_at 3683
209795_at 969
228592_at 931
203913_s_at 3248
229764_at 285386
202307_s_at 6890
206706_at 4908
206640_x_at 2574
204724_s_at 1299
221122_at 54979
217002_s_at 3359
213933_at 5733
1569878_at 414194
203691_at 5266
205916_at 6278
240067_at 2257
1558199_at 2335
203876_s_at 4320
221729_at 1290
228262_at 256714
204751_x_at 1824
243762_at ---
208235_x_at 2579
217339_x_at 653387
239247_at 401577
242127_at 163702
218232_at 712
211674_x_at 1485
205728_at ---
205319_at 8000
231310_at ---
231381_at 55799
228018_at 128414
242940_x_at 1750
207910_at 10648
1555497_a_at 1580
212587_s_at 5788
207156_at 8969
212670_at 2006
205725_at 7356
212859_x_at 4493
229723_at 117289
204607_at 3158
229936_at 2676
213060_s_at 1117
228776_at 10052
212588_at 5788
212187_x_at 5730
214390_s_at 586
208498_s_at 276
202957_at 3059
202988_s_at 5996
227642_at 29842
232636_at 139065
207194_s_at 3386
223278_at 2706
226809_at 150519
210029_at 3620
211655_at 3535
230378_at 92304
231725_at 56133
206701_x_at 1910
211742_s_at 2124
203878_s_at 4320
223316_at 83643
206291_at 4922
218806_s_at 10451
221730_at 1290
202450_s_at 1513
243077_at 644571
223484_at 84419
206546_at 10388
202628_s_at 5054
231597_x_at ---
205432_at 5016
211071_s_at 10962
205422_s_at 9358
235845_at 389058
223623_at 84417
1554712_a_at 219970
210503_at 4110
215783_s_at 249
227241_at 143662
207325_x_at 4100
226067_at 92747
238852_at 5396
208383_s_at 5105
204836_at 2731
206018_at 2290
205654_at 722
204620_s_at 1462
201261_x_at 633
206227_at 8483
201150_s_at 7078
214587_at 1295
221731_x_at 1462
229802_at ---
203753_at 6925
239286_at ---
202499_s_at 6515
201069_at 4313
219179_at 51339
233555_s_at 55959
238852_at 5396
202196_s_at 27122
204619_s_at 1462
203498_at 10231
222484_s_at 9547
213624_at 10924
220092_s_at 84168
215646_s_at 1462
238617_at ---
204163_at 11117
36030_at 25900
204204_at 1318
202766_s_at 2200
210511_s_at 3624
228827_at ---
215016_x_at 667
226435_at 89932
227070_at 83468
204051_s_at 6424
228333_at ---
214043_at 5789
228658_at 150271
211571_s_at 1462
200897_s_at 23022
204141_at 7280
209687_at 6387
